Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000191,0.000000,1772588792.559259,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
2,0.012806,0.012578,1772588792.571873,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
3,0.025056,0.024828,1772588792.584123,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
4,0.037514,0.037287,1772588792.596582,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
5,0.050042,0.049815,1772588792.609110,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
6,0.075033,0.074806,1772588792.634101,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
7,0.087441,0.087214,1772588792.646509,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
8,0.100021,0.099793,1772588792.659089,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
9,0.112407,0.112180,1772588792.671475,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
10,0.124995,0.124767,1772588792.684062,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
11,0.137473,0.137246,1772588792.696541,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
12,0.149921,0.149694,1772588792.708989,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
13,0.162355,0.162127,1772588792.721422,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
14,0.174990,0.174763,1772588792.734058,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
15,0.187345,0.187117,1772588792.746412,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
16,0.199926,0.199698,1772588792.758993,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
17,0.212246,0.212019,1772588792.771314,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
18,0.224864,0.224637,1772588792.783932,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
19,0.237154,0.236927,1772588792.796222,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
20,0.249679,0.249451,1772588792.808747,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
21,0.262151,0.261923,1772588792.821218,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
22,0.274728,0.274500,1772588792.833796,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
23,0.287190,0.286963,1772588792.846258,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
24,0.299817,0.299590,1772588792.858885,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
25,0.312219,0.311992,1772588792.871287,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
26,0.324706,0.324478,1772588792.883774,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
27,0.337140,0.336912,1772588792.896207,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
28,0.349692,0.349464,1772588792.908759,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
29,0.362150,0.361923,1772588792.921218,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
30,0.374578,0.374351,1772588792.933646,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
31,0.387097,0.386870,1772588792.946165,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
32,0.399530,0.399303,1772588792.958598,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
33,0.412060,0.411833,1772588792.971128,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
34,0.424462,0.424235,1772588792.983530,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
35,0.436971,0.436743,1772588792.996038,1,hybrid_01,hybrid,1000,open,999,-4,-4.0000,750,450
