Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000188,0.000000,1772582560.453781,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
2,0.012644,0.012384,1772582560.466237,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
3,0.037273,0.037013,1772582560.490866,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
4,0.049654,0.049394,1772582560.503247,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
5,0.061971,0.061712,1772582560.515564,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
6,0.074350,0.074090,1772582560.527943,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
7,0.086896,0.086637,1772582560.540489,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
8,0.099275,0.099015,1772582560.552868,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
9,0.111935,0.111675,1772582560.565528,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
10,0.124325,0.124065,1772582560.577918,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
11,0.136903,0.136644,1772582560.590497,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
12,0.149236,0.148976,1772582560.602829,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
13,0.161739,0.161479,1772582560.615332,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
14,0.174063,0.173803,1772582560.627656,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
15,0.186453,0.186194,1772582560.640047,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
16,0.198943,0.198683,1772582560.652536,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
17,0.211128,0.210869,1772582560.664721,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
18,0.223575,0.223316,1772582560.677169,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
19,0.235950,0.235691,1772582560.689544,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
20,0.248217,0.247958,1772582560.701810,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
21,0.260731,0.260472,1772582560.714325,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
22,0.273125,0.272865,1772582560.726718,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
23,0.285655,0.285395,1772582560.739248,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
24,0.298069,0.297809,1772582560.751662,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
25,0.310412,0.310152,1772582560.764005,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
26,0.322865,0.322606,1772582560.776458,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
27,0.335110,0.334850,1772582560.788703,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
28,0.347462,0.347203,1772582560.801056,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
29,0.359939,0.359679,1772582560.813532,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
30,0.372309,0.372049,1772582560.825902,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
31,0.384682,0.384423,1772582560.838275,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
32,0.397036,0.396776,1772582560.850629,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
33,0.409532,0.409273,1772582560.863126,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
34,0.421989,0.421730,1772582560.875582,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
35,0.434387,0.434127,1772582560.887980,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
36,0.446932,0.446673,1772582560.900526,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
37,0.459215,0.458955,1772582560.912809,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
38,0.471751,0.471492,1772582560.925344,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
39,0.484164,0.483905,1772582560.937757,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
40,0.496676,0.496416,1772582560.950269,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
41,0.509047,0.508788,1772582560.962641,1,speed_01,speed,1000,open,998,-1,-1.0000,750,450
42,1.750961,1.750701,1772582562.204554,1,speed_01,speed,1000,contact,998,-1,-1.0000,750,450
43,1.763340,1.763081,1772582562.216933,1,speed_01,speed,1000,contact,998,-1,-1.0000,750,450
44,1.800546,1.800287,1772582562.254140,1,speed_01,speed,1000,contact,998,-1,-1.0000,750,450
45,1.825547,1.825288,1772582562.279141,1,speed_01,speed,1000,contact,998,-1,-1.0000,750,450
46,1.837908,1.837648,1772582562.291501,1,speed_01,speed,1000,contact,952,-4,-4.0000,750,450
47,1.850247,1.849988,1772582562.303840,1,speed_01,speed,1000,contact,952,-4,-4.0000,750,450
48,1.862768,1.862509,1772582562.316361,1,speed_01,speed,1000,contact,902,-6,-6.0000,750,450
49,1.875058,1.874799,1772582562.328651,1,speed_01,speed,1000,contact,853,-8,-8.0000,750,450
50,1.899947,1.899687,1772582562.353540,1,speed_01,speed,1000,contact,804,-9,-9.0000,750,450
51,1.912147,1.911888,1772582562.365741,1,speed_01,speed,1000,contact,804,-9,-9.0000,750,450
52,1.924393,1.924134,1772582562.377987,1,speed_01,speed,1000,contact,755,-10,-10.0000,750,450
53,1.936613,1.936354,1772582562.390206,1,speed_01,speed,1000,contact,755,-13,-13.0000,750,450
54,1.948943,1.948683,1772582562.402536,1,speed_01,speed,1000,contact,704,-13,-13.0000,750,450
55,1.961277,1.961018,1772582562.414871,1,speed_01,speed,1000,contact,664,38,38.0000,750,450
56,1.973833,1.973574,1772582562.427427,1,speed_01,speed,1000,contact,650,200,200.0000,750,450
57,1.998714,1.998455,1772582562.452308,1,speed_01,speed,1000,contact,645,385,385.0000,750,450
58,2.010888,2.010629,1772582562.464481,1,speed_01,speed,1000,contact,645,385,385.0000,750,450
59,2.023070,2.022811,1772582562.476663,1,speed_01,speed,1000,contact,644,562,562.0000,750,450
60,2.035306,2.035047,1772582562.488899,1,speed_01,speed,1000,contact,644,721,721.0000,750,450
61,2.047546,2.047286,1772582562.501139,1,speed_01,speed,1000,contact,644,721,721.0000,750,450
62,2.059777,2.059517,1772582562.513370,1,speed_01,speed,1000,contact,644,857,857.0000,750,450
63,2.071916,2.071657,1772582562.525509,1,speed_01,speed,1000,contact,644,857,857.0000,750,450
64,2.084113,2.083853,1772582562.537706,1,speed_01,speed,1000,contact,644,976,976.0000,750,450
65,2.096349,2.096090,1772582562.549942,1,speed_01,speed,1000,contact,644,1077,1077.0000,750,450
66,2.108562,2.108302,1772582562.562155,1,speed_01,speed,1000,contact,644,1077,1077.0000,750,450
67,2.120777,2.120518,1772582562.574370,1,speed_01,speed,1000,contact,644,1165,1165.0000,750,450
68,2.132913,2.132653,1772582562.586506,1,speed_01,speed,1000,contact,644,1242,1242.0000,750,450
69,2.145088,2.144829,1772582562.598681,1,speed_01,speed,1000,contact,644,1242,1242.0000,750,450
70,2.157361,2.157102,1772582562.610955,1,speed_01,speed,1000,contact,644,1309,1309.0000,750,450
71,2.169770,2.169511,1772582562.623364,1,speed_01,speed,1000,contact,644,1309,1309.0000,750,450
72,2.181920,2.181660,1772582562.635513,1,speed_01,speed,1000,contact,644,1366,1366.0000,750,450
73,2.194117,2.193858,1772582562.647711,1,speed_01,speed,1000,contact,644,1417,1417.0000,750,450
74,2.206349,2.206090,1772582562.659943,1,speed_01,speed,1000,contact,644,1417,1417.0000,750,450
75,2.218564,2.218305,1772582562.672157,1,speed_01,speed,1000,contact,644,1461,1461.0000,750,450
76,2.230757,2.230498,1772582562.684350,1,speed_01,speed,1000,contact,644,1461,1461.0000,750,450
77,2.242896,2.242637,1772582562.696490,1,speed_01,speed,1000,contact,644,1498,1498.0000,750,450
78,2.255034,2.254774,1772582562.708627,1,speed_01,speed,1000,contact,644,1532,1532.0000,750,450
79,2.267245,2.266985,1772582562.720838,1,speed_01,speed,1000,contact,644,1532,1532.0000,750,450
80,2.279478,2.279219,1772582562.733071,1,speed_01,speed,1000,contact,644,1560,1560.0000,750,450
81,2.291747,2.291488,1772582562.745341,1,speed_01,speed,1000,contact,644,1560,1560.0000,750,450
82,2.303887,2.303628,1772582562.757480,1,speed_01,speed,1000,contact,644,1585,1585.0000,750,450
83,2.316023,2.315764,1772582562.769616,1,speed_01,speed,1000,contact,644,1606,1606.0000,750,450
84,2.328241,2.327981,1772582562.781834,1,speed_01,speed,1000,contact,644,1606,1606.0000,750,450
85,2.340456,2.340196,1772582562.794049,1,speed_01,speed,1000,contact,644,1625,1625.0000,750,450
86,2.352669,2.352409,1772582562.806262,1,speed_01,speed,1000,contact,644,1641,1641.0000,750,450
87,2.364848,2.364589,1772582562.818441,1,speed_01,speed,1000,contact,644,1641,1641.0000,750,450
88,2.376993,2.376734,1772582562.830587,1,speed_01,speed,1000,contact,644,1656,1656.0000,750,450
89,2.389172,2.388912,1772582562.842765,1,speed_01,speed,1000,contact,644,1656,1656.0000,750,450
90,2.401387,2.401128,1772582562.854981,1,speed_01,speed,1000,contact,644,1668,1668.0000,750,450
91,2.413642,2.413382,1772582562.867235,1,speed_01,speed,1000,contact,644,1678,1678.0000,750,450
92,2.425858,2.425599,1772582562.879451,1,speed_01,speed,1000,contact,644,1678,1678.0000,750,450
93,2.437994,2.437735,1772582562.891587,1,speed_01,speed,1000,contact,644,1688,1688.0000,750,450
94,2.450230,2.449970,1772582562.903823,1,speed_01,speed,1000,contact,644,1688,1688.0000,750,450
95,2.462463,2.462204,1772582562.916057,1,speed_01,speed,1000,contact,644,1696,1696.0000,750,450
96,2.474679,2.474420,1772582562.928272,1,speed_01,speed,1000,contact,644,1702,1702.0000,750,450
97,2.486818,2.486559,1772582562.940411,1,speed_01,speed,1000,contact,644,1702,1702.0000,750,450
98,2.498951,2.498692,1772582562.952544,1,speed_01,speed,1000,contact,644,1708,1708.0000,750,450
99,2.511122,2.510863,1772582562.964715,1,speed_01,speed,1000,contact,644,1708,1708.0000,750,450
100,2.523320,2.523061,1772582562.976913,1,speed_01,speed,1000,contact,644,1713,1713.0000,750,450
101,2.535555,2.535295,1772582562.989148,1,speed_01,speed,1000,contact,644,1717,1717.0000,750,450
102,2.547778,2.547519,1772582563.001372,1,speed_01,speed,1000,contact,644,1717,1717.0000,750,450
103,2.559916,2.559656,1772582563.013509,1,speed_01,speed,1000,contact,644,1721,1721.0000,750,450
104,2.572111,2.571852,1772582563.025704,1,speed_01,speed,1000,contact,644,1724,1724.0000,750,450
105,2.584343,2.584083,1772582563.037936,1,speed_01,speed,1000,contact,644,1724,1724.0000,750,450
106,2.596567,2.596308,1772582563.050161,1,speed_01,speed,1000,contact,644,1726,1726.0000,750,450
107,2.608771,2.608512,1772582563.062364,1,speed_01,speed,1000,contact,644,1726,1726.0000,750,450
108,2.620903,2.620644,1772582563.074496,1,speed_01,speed,1000,contact,644,1728,1728.0000,750,450
109,2.633078,2.632819,1772582563.086672,1,speed_01,speed,1000,contact,644,1729,1729.0000,750,450
110,2.645346,2.645086,1772582563.098939,1,speed_01,speed,1000,contact,644,1729,1729.0000,750,450
111,2.657558,2.657299,1772582563.111151,1,speed_01,speed,1000,contact,644,1730,1730.0000,750,450
112,2.669765,2.669505,1772582563.123358,1,speed_01,speed,1000,contact,644,1730,1730.0000,750,450
113,2.681871,2.681612,1772582563.135464,1,speed_01,speed,1000,contact,644,1732,1732.0000,750,450
114,2.694006,2.693747,1772582563.147600,1,speed_01,speed,1000,contact,644,1733,1733.0000,750,450
115,2.706208,2.705949,1772582563.159801,1,speed_01,speed,1000,contact,644,1733,1733.0000,750,450
116,2.718423,2.718164,1772582563.172016,1,speed_01,speed,1000,contact,644,1734,1734.0000,750,450
117,2.730642,2.730383,1772582563.184236,1,speed_01,speed,1000,contact,644,1734,1734.0000,750,450
118,2.742809,2.742550,1772582563.196403,1,speed_01,speed,1000,contact,644,1734,1734.0000,750,450
119,2.754943,2.754683,1772582563.208536,1,speed_01,speed,1000,contact,644,1734,1734.0000,750,450
