Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000153,0.000000,1772583797.251678,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
2,0.012844,0.012640,1772583797.264369,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
3,0.037212,0.037008,1772583797.288737,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
4,0.049586,0.049382,1772583797.301111,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
5,0.061968,0.061764,1772583797.313493,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
6,0.074342,0.074138,1772583797.325866,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
7,0.086904,0.086700,1772583797.338428,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
8,0.099172,0.098968,1772583797.350697,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
9,0.111637,0.111433,1772583797.363161,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
10,0.124098,0.123894,1772583797.375623,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
11,0.136567,0.136363,1772583797.388092,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
12,0.148972,0.148768,1772583797.400496,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
13,0.161219,0.161015,1772583797.412744,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
14,0.173653,0.173449,1772583797.425177,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
15,0.185926,0.185722,1772583797.437451,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
16,0.198230,0.198026,1772583797.449755,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
17,0.210641,0.210437,1772583797.462166,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
18,0.222985,0.222781,1772583797.474509,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
19,0.235371,0.235167,1772583797.486896,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
20,0.247789,0.247585,1772583797.499314,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
21,0.260072,0.259868,1772583797.511596,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
22,0.272560,0.272356,1772583797.524085,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
23,0.284848,0.284644,1772583797.536373,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
24,0.296992,0.296788,1772583797.548516,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
25,0.309204,0.309000,1772583797.560728,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
26,0.321453,0.321249,1772583797.572978,1,speed_01,speed,1000,open,999,-2,-2.0000,1000,600
