Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000264,0.000000,1772588593.440689,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
2,0.012741,0.012437,1772588593.453165,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
3,0.025063,0.024760,1772588593.465488,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
4,0.037642,0.037339,1772588593.478067,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
5,0.050081,0.049778,1772588593.490506,1,hybrid_01,hybrid,1000,open,998,0,0.0000,1000,600
6,0.062634,0.062331,1772588593.503058,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
7,0.075038,0.074734,1772588593.515462,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
8,0.087639,0.087336,1772588593.528064,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
9,0.100067,0.099763,1772588593.540491,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
10,0.112641,0.112338,1772588593.553066,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
11,0.125009,0.124706,1772588593.565434,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
12,0.137597,0.137294,1772588593.578022,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
13,0.149868,0.149565,1772588593.590293,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
14,0.162474,0.162171,1772588593.602899,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
15,0.174754,0.174450,1772588593.615178,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
16,0.187314,0.187011,1772588593.627738,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
17,0.199697,0.199394,1772588593.640122,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
18,0.212063,0.211760,1772588593.652488,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
19,0.224712,0.224408,1772588593.665136,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
20,0.237089,0.236786,1772588593.677513,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
21,0.249569,0.249266,1772588593.689994,1,hybrid_01,hybrid,1000,open,998,0,0.0000,1000,600
22,0.261846,0.261543,1772588593.702271,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
23,0.274367,0.274064,1772588593.714792,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
24,0.299468,0.299165,1772588593.739893,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
25,0.311703,0.311400,1772588593.752128,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
26,0.324105,0.323802,1772588593.764530,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
27,0.336570,0.336267,1772588593.776995,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
28,0.348875,0.348572,1772588593.789299,1,hybrid_01,hybrid,1000,open,999,0,0.0000,1000,600
