Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000140,0.000000,1772583619.791472,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
2,0.012599,0.012405,1772583619.803932,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
3,0.025225,0.025030,1772583619.816558,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
4,0.050110,0.049916,1772583619.841443,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
5,0.062338,0.062144,1772583619.853671,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
6,0.074697,0.074502,1772583619.866030,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
7,0.087086,0.086892,1772583619.878419,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
8,0.099301,0.099107,1772583619.890634,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
9,0.111643,0.111449,1772583619.902976,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
10,0.124050,0.123856,1772583619.915383,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
11,0.136305,0.136110,1772583619.927638,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
12,0.148638,0.148444,1772583619.939971,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
13,0.161069,0.160875,1772583619.952402,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
14,0.173344,0.173150,1772583619.964677,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
15,0.185698,0.185504,1772583619.977031,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
16,0.198096,0.197902,1772583619.989429,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
17,0.210314,0.210120,1772583620.001647,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
18,0.222644,0.222449,1772583620.013976,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
19,0.235100,0.234906,1772583620.026433,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
20,0.247402,0.247207,1772583620.038734,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
21,0.259727,0.259533,1772583620.051060,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
22,0.272086,0.271892,1772583620.063419,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
23,0.284367,0.284172,1772583620.075700,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
24,0.296856,0.296662,1772583620.088189,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
25,0.309168,0.308973,1772583620.100500,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
26,0.321370,0.321175,1772583620.112702,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
27,0.333568,0.333374,1772583620.124901,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
28,0.345721,0.345527,1772583620.137054,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
29,0.357886,0.357691,1772583620.149218,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
30,0.370069,0.369875,1772583620.161402,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
31,0.382206,0.382011,1772583620.173538,1,speed_01,speed,1000,open,998,-4,-4.0000,250,150
