Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000256,0.000000,1772589597.793392,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
2,0.012864,0.012547,1772589597.805999,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
3,0.025198,0.024882,1772589597.818334,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
4,0.050051,0.049735,1772589597.843186,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
5,0.062351,0.062035,1772589597.855487,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
6,0.074909,0.074593,1772589597.868045,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
7,0.087276,0.086960,1772589597.880412,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
8,0.099982,0.099666,1772589597.893118,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
9,0.112393,0.112077,1772589597.905528,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
10,0.124942,0.124626,1772589597.918077,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
11,0.137291,0.136975,1772589597.930426,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
12,0.149976,0.149660,1772589597.943111,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
13,0.162440,0.162124,1772589597.955575,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
14,0.175027,0.174710,1772589597.968162,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
15,0.187542,0.187226,1772589597.980678,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
16,0.200101,0.199785,1772589597.993237,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
17,0.212725,0.212409,1772589598.005860,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
18,0.225064,0.224747,1772589598.018199,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
19,0.237664,0.237348,1772589598.030799,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
20,0.250194,0.249878,1772589598.043329,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
21,0.262852,0.262536,1772589598.055987,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
22,0.275331,0.275015,1772589598.068467,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
23,0.288013,0.287697,1772589598.081148,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
24,0.300487,0.300171,1772589598.093622,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
25,0.312956,0.312640,1772589598.106091,1,hybrid_01,hybrid,1000,open,998,0,0.0000,100,60
26,0.325471,0.325155,1772589598.118606,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
27,0.338022,0.337706,1772589598.131157,1,hybrid_01,hybrid,1000,open,999,0,0.0000,100,60
