Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000240,0.000000,1772583426.275624,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
2,0.012622,0.012336,1772583426.288006,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
3,0.037193,0.036907,1772583426.312577,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
4,0.049665,0.049379,1772583426.325049,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
5,0.062254,0.061967,1772583426.337637,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
6,0.074694,0.074408,1772583426.350078,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
7,0.087190,0.086904,1772583426.362574,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
8,0.099573,0.099287,1772583426.374957,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
9,0.112189,0.111903,1772583426.387573,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
10,0.124604,0.124318,1772583426.399988,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
11,0.137173,0.136886,1772583426.412557,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
12,0.149572,0.149285,1772583426.424956,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
13,0.162158,0.161872,1772583426.437542,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
14,0.174586,0.174300,1772583426.449970,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
15,0.187134,0.186848,1772583426.462518,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
16,0.199556,0.199269,1772583426.474940,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
17,0.212160,0.211874,1772583426.487544,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
18,0.224538,0.224252,1772583426.499922,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
19,0.236987,0.236700,1772583426.512371,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
20,0.249454,0.249167,1772583426.524837,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
21,0.261917,0.261631,1772583426.537301,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
22,0.274411,0.274125,1772583426.549795,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
23,0.286885,0.286598,1772583426.562269,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
24,0.299360,0.299074,1772583426.574744,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
25,0.311859,0.311572,1772583426.587243,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
26,0.324361,0.324075,1772583426.599745,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
27,0.336838,0.336552,1772583426.612222,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
28,0.349352,0.349066,1772583426.624736,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
29,0.361894,0.361608,1772583426.637278,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
30,0.374336,0.374049,1772583426.649719,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
31,0.386803,0.386517,1772583426.662187,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
32,0.399199,0.398913,1772583426.674583,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
33,0.411583,0.411297,1772583426.686967,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
34,0.424034,0.423747,1772583426.699418,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
35,0.436243,0.435957,1772583426.711627,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
36,0.448599,0.448312,1772583426.723983,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
37,0.461041,0.460755,1772583426.736425,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
38,0.473294,0.473008,1772583426.748678,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
39,0.485672,0.485385,1772583426.761055,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
40,0.498001,0.497714,1772583426.773384,1,speed_01,speed,1000,open,999,-2,-2.0000,750,450
