Timestamp_Epoch,Index_Force_N,Thumb_Force_N,Phase
1771013646.995205,-0.2869,0.5220,0
1771013647.001352,-0.2869,0.5220,0
1771013647.007454,-0.2869,0.5220,0
1771013647.013584,-0.2869,0.5220,0
1771013647.019714,-0.2869,0.5220,0
1771013647.025816,-0.2869,0.5220,0
1771013647.032036,-0.2869,0.5220,0
1771013647.038155,-0.2869,0.5220,0
1771013647.044274,-0.2869,0.5220,0
1771013647.050396,-0.2869,0.5220,0
1771013647.056602,-0.2869,0.5220,0
1771013647.062762,-0.2869,0.5220,0
1771013647.068869,-0.2869,0.5220,0
1771013647.074969,-0.2869,0.5220,0
1771013647.081096,-0.2869,0.5220,0
1771013647.087222,-0.2869,0.5220,0
1771013647.093319,-0.2869,0.5220,0
1771013647.099415,-0.2869,0.5220,0
1771013647.105506,-0.2869,0.5220,0
1771013647.111645,-0.2869,0.5220,0
1771013647.117769,-0.2869,0.5220,0
1771013647.123874,-0.2869,0.5220,0
1771013647.129986,-0.2869,0.5220,0
1771013647.136116,-0.2869,0.5220,0
1771013647.142251,-0.2869,0.5220,0
1771013647.148366,-0.2869,0.5220,0
1771013647.154547,-0.2869,0.5220,0
1771013647.160724,-0.2869,0.5220,0
1771013647.166857,-0.2869,0.5220,0
1771013647.172951,-0.2869,0.5220,0
1771013647.179162,-0.2869,0.5220,0
1771013647.185232,-0.2869,0.5220,0
1771013647.191331,-0.2869,0.5220,0
1771013647.197463,-0.2869,0.5220,0
1771013647.203609,-0.2869,0.5220,0
1771013647.209744,-0.2869,0.5220,0
1771013647.215877,-0.2869,0.5220,0
1771013647.222021,-0.2869,0.5220,0
1771013647.228139,-0.2869,0.5220,0
1771013647.234353,-0.2869,0.5220,0
1771013647.240558,-0.2869,0.5220,0
1771013647.246664,-0.2869,0.5220,0
1771013647.252792,-0.2869,0.5220,0
1771013647.258903,-0.2869,0.5220,0
1771013647.265051,-0.2869,0.5220,0
1771013647.271185,-0.2869,0.5220,0
1771013647.277315,-0.2869,0.5220,0
1771013647.283526,-0.2869,0.5220,0
1771013647.289727,-0.2869,0.5220,0
1771013647.295826,-0.2869,0.5220,0
1771013647.301956,-0.2869,0.5220,0
1771013647.308053,-0.2869,0.5220,0
1771013647.314163,-0.2869,0.5220,0
1771013647.320286,-0.2869,0.5220,0
1771013647.326415,-0.2869,0.5220,0
1771013647.332562,-0.2869,0.5220,0
1771013647.338696,-0.2869,0.5220,0
1771013647.344831,-0.2869,0.5220,0
1771013647.350959,-0.2869,0.5220,0
1771013647.357080,-0.2869,0.5220,0
1771013647.363214,-0.2869,0.5220,0
1771013647.369309,-0.2869,0.5220,0
1771013647.375423,-0.2869,0.5220,0
1771013647.381551,-0.2869,0.5220,0
1771013647.387753,-0.2869,0.5220,0
1771013647.393882,-0.2869,0.5220,0
1771013647.400090,-0.2869,0.5220,0
1771013647.406231,-0.2869,0.5220,0
1771013647.412345,-0.2869,0.5220,0
1771013647.418443,-0.2869,0.5220,0
1771013647.424536,-0.2869,0.5220,0
1771013647.430674,-0.2869,0.5220,0
1771013647.436801,-0.2869,0.5220,0
1771013647.443000,-0.2869,0.5220,0
1771013647.449207,-0.2869,0.5220,0
1771013647.455304,-0.2869,0.5220,0
1771013647.461405,-0.2869,0.5220,0
1771013647.467503,-0.2869,0.5220,0
1771013647.473705,-0.2869,0.5220,0
1771013647.479913,-0.2869,0.5220,0
1771013647.486008,-0.2869,0.5220,0
1771013647.492119,-0.2869,0.5220,0
1771013647.498292,-0.2869,0.5220,0
1771013647.504382,-0.2869,0.5220,0
1771013647.510508,-0.2869,0.5220,0
1771013647.516641,-0.2869,0.5220,0
1771013647.522848,-0.2869,0.5220,0
1771013647.528960,-0.2869,0.5220,0
1771013647.535104,-0.2869,0.5220,0
1771013647.541233,-0.2869,0.5220,0
1771013647.547332,-0.2869,0.5220,0
1771013647.553428,-0.2869,0.5220,0
1771013647.559556,-0.2869,0.5220,0
1771013647.565683,-0.2869,0.5220,0
1771013647.571884,-0.2869,0.5220,0
1771013647.578022,-0.2869,0.5220,0
1771013647.584226,-0.2869,0.5220,0
1771013647.590316,-0.2869,0.5220,0
1771013647.596416,-0.2869,0.5220,0
1771013647.602595,-0.2869,0.5220,0
1771013647.608728,-0.2869,0.5220,0
1771013647.614870,-0.2869,0.5220,0
1771013647.620993,-0.2869,0.5220,0
1771013647.627103,-0.2869,0.5220,0
1771013647.633264,-0.2869,0.5220,0
1771013647.639357,-0.2869,0.5220,0
1771013647.645486,-0.2869,0.5220,0
1771013647.651610,-0.2869,0.5220,0
1771013647.657701,-0.2869,0.5220,0
1771013647.663937,-0.2869,0.5220,0
1771013647.670063,-0.2869,0.5220,0
1771013647.676169,-0.2869,0.5220,0
1771013647.682294,-0.2869,0.5220,0
1771013647.688383,-0.2869,0.5220,0
1771013647.694506,-0.2869,0.5220,0
1771013647.700631,-0.2869,0.5346,0
1771013647.706850,-0.2869,0.5346,0
1771013647.713049,-0.2869,0.5346,0
1771013647.719181,-0.2869,0.5346,0
1771013647.725309,-0.2869,0.5346,0
1771013647.731432,-0.2869,0.5346,0
1771013647.737584,-0.2869,0.5346,0
1771013647.743723,-0.2869,0.5346,0
1771013647.749855,-0.2869,0.5346,0
1771013647.756057,-0.2869,0.5346,0
1771013647.762232,-0.2869,0.5346,0
1771013647.768325,-0.2869,0.5346,0
1771013647.774411,-0.2869,0.5346,0
1771013647.780511,-0.2869,0.5346,0
1771013647.786720,-0.2869,0.5346,0
1771013647.792930,-0.2869,0.5346,0
1771013647.799022,-0.2869,0.5346,0
1771013647.805139,-0.2869,0.5346,0
1771013647.811247,-0.2869,0.5346,0
1771013647.817344,-0.2869,0.5346,0
1771013647.823437,-0.2869,0.5346,0
1771013647.829545,-0.2869,0.5346,0
1771013647.835757,-0.2869,0.5346,0
1771013647.841899,-0.2869,0.5346,0
1771013647.848018,-0.2869,0.5346,0
1771013647.854162,-0.2869,0.5346,0
1771013647.860354,-0.2869,0.5346,0
1771013647.866510,-0.2869,0.5346,0
1771013647.872716,-0.2869,0.5346,0
1771013647.878828,-0.2869,0.5346,0
1771013647.884934,-0.2869,0.5346,0
1771013647.891032,-0.2869,0.5346,0
1771013647.897160,-0.2869,0.5346,0
1771013647.903285,-0.2869,0.5346,0
1771013647.909392,-0.2869,0.5346,0
1771013647.915600,-0.2869,0.5346,0
1771013647.921762,-0.2869,0.5346,0
1771013647.927875,-0.2869,0.5346,0
1771013647.933985,-0.2869,0.5346,0
1771013647.940095,-0.2869,0.5220,0
1771013647.946203,-0.2869,0.5220,0
