label,finger,target_angle,speed,rise_time,settling_time,overshoot_pct,rms_error,rms_error_steady,steady_state_error,reference_used,settling_rule,eps,final_est
"code-1 (a=500, s=1000)",4,500,1000,0.2983815650567593,0.4306981250119861,0.1749016178399703,106.86679595316164,0.9918090666414808,1.860759493670912,final,to_end,9.842784810126583,501.8607594936709
"code-2 (a=500, s=750)",4,500,750,0.30240115648565696,0.43225054201320745,0.14864172219374272,107.12828151258418,0.4366509324596513,-8.256410256410277,final,to_end,10.005128205128205,491.7435897435897
"code-3 (a=500, s=500)",4,500,500,0.38288907114705617,0.5706130829930771,2.840718686360937,112.93484336622531,0.2205733979448851,0.9493670886075734,final,to_end,9.821012658227849,500.9493670886076
"code-4 (a=500, s=250)",4,500,250,0.8042956514489341,1.0289857919851784,0.17794970986459818,151.3652559378413,0.8161945662767695,-5.115384615384642,final,to_end,9.942307692307693,494.88461538461536
"code-5 (a=500, s=100)",4,500,100,2.001514002723896,2.507100291986717,0.3971405877680724,234.4383869096064,0.7015902005342287,-2.0379746835442916,final,to_end,9.880759493670887,497.9620253164557
