timestamp_epoch,wrist_fx_N,wrist_fy_N,wrist_fz_N,wrist_f_norm_N,wrist_tx,wrist_ty,wrist_tz,index_force_N,thumb_force_N,hand_phase
1772146643.0362272,0.0,-0.2,0.0,0.2,0.001,0.007,0.002,-0.25696199999999997,0.37145300000000003,0
1772146643.0625026,0.1,0.1,0.5,0.5196152422706632,-0.027,-0.006,-0.002,-0.25696199999999997,0.37145300000000003,0
1772146643.0889275,-0.2,-0.1,-0.8,0.8306623862918076,0.01,0.014,-0.002,-0.25696199999999997,0.37145300000000003,0
1772146643.115226,0.0,-0.3,-0.2,0.36055512754639896,0.004,0.011,0.001,-0.25696199999999997,0.37145300000000003,0
1772146643.1414566,0.0,0.1,0.4,0.4123105625617661,-0.017,0.011,-0.001,-0.25696199999999997,0.37145300000000003,0
1772146643.1679125,0.2,-0.2,0.2,0.3464101615137755,0.001,0.003,-0.001,-0.25696199999999997,0.37145300000000003,0
1772146643.1942732,0.1,-0.2,-0.4,0.45825756949558405,-0.012,-0.001,-0.001,-0.25696199999999997,0.37145300000000003,0
1772146643.2205698,-0.2,0.0,-0.6,0.6324555320336759,0.002,0.0,-0.005,-0.25696199999999997,0.37145300000000003,0
1772146643.2468815,-0.1,-0.2,-0.4,0.45825756949558405,-0.002,0.00899,-0.002,-0.25696199999999997,0.37145300000000003,0
1772146643.273246,0.1,-0.2,-0.7,0.7348469228349533,-0.011,0.015,-0.003,-0.25696199999999997,0.37145300000000003,0
1772146643.2994552,0.1,-0.2,-0.2,0.30000000000000004,-0.008,-0.012,0.002,-0.25696199999999997,0.37145300000000003,0
1772146643.3256862,-0.1,-0.1,-0.1,0.17320508075688776,0.005,-0.006,0.001,-0.25696199999999997,0.37145300000000003,0
1772146643.3521307,0.1,-0.1,0.2,0.24494897427831783,-0.015,0.01,-0.001,-0.25696199999999997,0.37145300000000003,0
1772146643.3783238,0.0,-0.2,-0.5,0.5385164807134505,-0.016,0.01,-0.002,-0.25696199999999997,0.37145300000000003,0
1772146643.4045603,-0.1,0.0,-0.9,0.9055385138137417,0.002,0.007,0.001,-0.25696199999999997,0.37145300000000003,0
1772146643.4309053,-0.1,-0.1,0.2,0.24494897427831783,-0.004,0.01,0.005,-0.25696199999999997,0.37145300000000003,0
1772146643.45726,0.0,-0.2,0.6,0.6324555320336759,-0.007,-0.008,-0.003,-0.25696199999999997,0.37145300000000003,0
1772146643.4835157,0.0,0.0,0.3,0.3,-0.008,0.007,-0.002,-0.25696199999999997,0.37145300000000003,0
1772146643.5097573,0.0,-0.2,0.4,0.447213595499958,0.01,0.003,-0.001,-0.25696199999999997,0.37145300000000003,0
1772146643.5361178,0.1,-0.1,-0.6,0.6164414002968976,-0.008,0.01899,0.002,-0.25696199999999997,0.37145300000000003,0
