Timestamp_Epoch,Index_Force_N,Thumb_Force_N,Phase
1771013896.262187,-0.2794,0.5095,0
1771013896.268321,-0.2794,0.5095,0
1771013896.274417,-0.2794,0.5095,0
1771013896.280610,-0.2794,0.5095,0
1771013896.286852,-0.2794,0.5095,0
1771013896.292975,-0.2794,0.5095,0
1771013896.299107,-0.2794,0.5095,0
1771013896.305325,-0.2794,0.5095,0
1771013896.311417,-0.2794,0.5095,0
1771013896.317551,-0.2794,0.5095,0
1771013896.323676,-0.2794,0.5095,0
1771013896.329878,-0.2794,0.5095,0
1771013896.336004,-0.2794,0.5095,0
1771013896.342129,-0.2794,0.5095,0
1771013896.348218,-0.2794,0.5095,0
1771013896.354323,-0.2794,0.5095,0
1771013896.360419,-0.2794,0.5095,0
1771013896.366518,-0.2794,0.5095,0
1771013896.372617,-0.2794,0.5095,0
1771013896.378731,-0.2794,0.5095,0
1771013896.384857,-0.2794,0.5095,0
1771013896.391088,-0.2794,0.5095,0
1771013896.397208,-0.2794,0.5095,0
1771013896.403309,-0.2794,0.5095,0
1771013896.409405,-0.2794,0.5095,0
1771013896.415532,-0.2794,0.5095,0
1771013896.421628,-0.2794,0.5095,0
1771013896.427723,-0.2794,0.5095,0
1771013896.433950,-0.2794,0.5095,0
1771013896.440087,-0.2794,0.5095,0
1771013896.446207,-0.2794,0.5095,0
1771013896.452322,-0.2794,0.5095,0
1771013896.458459,-0.2794,0.5095,0
1771013896.464642,-0.2794,0.5095,0
1771013896.470855,-0.2794,0.5095,0
1771013896.476981,-0.2794,0.5095,0
1771013896.483111,-0.2794,0.5095,0
1771013896.489232,-0.2794,0.5095,0
1771013896.495322,-0.2794,0.5095,0
1771013896.501442,-0.2794,0.5095,0
1771013896.507566,-0.2794,0.5095,0
1771013896.513653,-0.2794,0.5095,0
1771013896.519800,-0.2794,0.5095,0
1771013896.525892,-0.2794,0.5095,0
1771013896.531977,-0.2794,0.5095,0
1771013896.538167,-0.2794,0.5095,0
1771013896.544286,-0.2794,0.5095,0
1771013896.550383,-0.2794,0.5095,0
1771013896.556485,-0.2794,0.5095,0
1771013896.562578,-0.2794,0.5095,0
1771013896.568677,-0.2794,0.5095,0
1771013896.574772,-0.2794,0.5095,0
1771013896.580855,-0.2794,0.5095,0
1771013896.586954,-0.2794,0.5095,0
1771013896.593079,-0.2794,0.5095,0
1771013896.599203,-0.2794,0.5095,0
1771013896.605282,-0.2794,0.5095,0
1771013896.611375,-0.2794,0.5095,0
1771013896.617499,-0.2794,0.5095,0
1771013896.623703,-0.2794,0.5095,0
1771013896.629821,-0.2794,0.5095,0
1771013896.635885,-0.2794,0.5095,0
1771013896.642030,-0.2794,0.5095,0
