Timestamp_Epoch,Index_Angle,Thumb_Angle,Index_Force_g,Thumb_Force_g,Index_Force_N,Thumb_Force_N
1772241990.209608,996,652,25,-7,25.0000,-7.0000
1772241990.232143,996,652,25,-7,25.0000,-7.0000
1772241990.256790,996,652,25,-7,25.0000,-7.0000
1772241990.279306,996,652,25,-7,25.0000,-7.0000
1772241990.301727,996,652,25,-7,25.0000,-7.0000
1772241990.324213,996,652,25,-7,25.0000,-7.0000
1772241990.346473,996,652,25,-7,25.0000,-7.0000
1772241990.368971,996,652,25,-7,25.0000,-7.0000
1772241990.391386,996,652,25,-7,25.0000,-7.0000
1772241990.413735,996,652,25,-7,25.0000,-7.0000
1772241990.436300,996,652,25,-7,25.0000,-7.0000
1772241990.458775,996,652,25,-7,25.0000,-7.0000
1772241990.481297,996,653,25,-7,25.0000,-7.0000
1772241990.503677,996,652,25,-7,25.0000,-7.0000
1772241990.526149,996,652,25,-7,25.0000,-7.0000
1772241990.548606,996,652,25,-7,25.0000,-7.0000
1772241990.571111,996,652,25,-7,25.0000,-7.0000
1772241990.593377,996,652,25,-7,25.0000,-7.0000
1772241990.615741,996,652,25,-7,25.0000,-7.0000
1772241990.638245,996,652,25,-7,25.0000,-7.0000
1772241990.660462,996,652,25,-7,25.0000,-7.0000
1772241990.683154,996,652,25,-7,25.0000,-7.0000
1772241990.705377,996,652,25,-7,25.0000,-7.0000
1772241990.727847,996,652,25,-7,25.0000,-7.0000
1772241990.750316,996,652,25,-7,25.0000,-7.0000
1772241990.793535,996,652,25,-7,25.0000,-7.0000
1772241990.816069,996,652,25,-7,25.0000,-7.0000
1772241990.838413,996,651,25,-7,25.0000,-7.0000
1772241990.860931,996,652,25,-7,25.0000,-7.0000
1772241990.883255,996,652,25,-7,25.0000,-7.0000
1772241990.905534,996,652,25,-7,25.0000,-7.0000
1772241990.927999,996,652,25,-7,25.0000,-7.0000
1772241990.950502,996,652,25,-7,25.0000,-7.0000
1772241990.972897,996,652,25,-7,25.0000,-7.0000
1772241990.995465,991,652,25,-7,25.0000,-7.0000
1772241991.017946,990,652,26,-7,26.0000,-7.0000
1772241991.040351,990,652,27,-7,27.0000,-7.0000
1772241991.062824,990,652,28,-7,28.0000,-7.0000
1772241991.085232,986,652,29,-7,29.0000,-7.0000
1772241991.107602,985,652,31,-7,31.0000,-7.0000
1772241991.130135,985,652,31,-7,31.0000,-7.0000
1772241991.152465,980,652,32,-7,32.0000,-7.0000
1772241991.175046,979,652,34,-7,34.0000,-7.0000
1772241991.197377,978,652,35,-7,35.0000,-7.0000
1772241991.219956,977,652,36,-7,36.0000,-7.0000
1772241991.242447,975,652,37,-7,37.0000,-7.0000
1772241991.264957,974,652,37,-7,37.0000,-7.0000
1772241991.287484,972,652,37,-7,37.0000,-7.0000
1772241991.310070,970,652,38,-7,38.0000,-7.0000
1772241991.332440,967,652,38,-7,38.0000,-7.0000
1772241991.355033,967,652,39,-7,39.0000,-7.0000
1772241991.377433,965,652,38,-7,38.0000,-7.0000
1772241991.399738,965,652,38,-7,38.0000,-7.0000
1772241991.422187,964,652,38,-7,38.0000,-7.0000
1772241991.444601,960,652,38,-7,38.0000,-7.0000
1772241991.467155,958,652,38,-7,38.0000,-7.0000
1772241991.489492,958,652,38,-7,38.0000,-7.0000
1772241991.512079,955,652,38,-7,38.0000,-7.0000
1772241991.534554,953,652,38,-7,38.0000,-7.0000
1772241991.557030,952,652,38,-7,38.0000,-7.0000
1772241991.579379,951,652,38,-7,38.0000,-7.0000
1772241991.601819,949,652,37,-7,37.0000,-7.0000
1772241991.624234,947,652,37,-7,37.0000,-7.0000
1772241991.646588,947,652,37,-7,37.0000,-7.0000
1772241991.669165,945,652,38,-7,38.0000,-7.0000
1772241991.691513,944,652,38,-7,38.0000,-7.0000
1772241991.714125,943,652,38,-7,38.0000,-7.0000
1772241991.736497,940,652,38,-7,38.0000,-7.0000
1772241991.759098,936,653,38,-7,38.0000,-7.0000
1772241991.781611,936,652,38,-7,38.0000,-7.0000
