Timestamp_Epoch,Index_Angle,Thumb_Angle,Index_Force_g,Thumb_Force_g,Index_Force_N,Thumb_Force_N
1772242000.584318,995,652,23,-7,23.0000,-7.0000
1772242000.606686,995,652,23,-7,23.0000,-7.0000
1772242000.631410,995,652,23,-7,23.0000,-7.0000
1772242000.653990,995,652,23,-7,23.0000,-7.0000
1772242000.676375,995,652,23,-7,23.0000,-7.0000
1772242000.698747,995,652,23,-7,23.0000,-7.0000
1772242000.721288,995,652,23,-7,23.0000,-7.0000
1772242000.743646,995,652,23,-7,23.0000,-7.0000
1772242000.766131,996,652,23,-7,23.0000,-7.0000
1772242000.788385,995,652,23,-7,23.0000,-7.0000
1772242000.810873,996,652,23,-7,23.0000,-7.0000
1772242000.833290,995,652,23,-7,23.0000,-7.0000
1772242000.855753,995,652,23,-7,23.0000,-7.0000
1772242000.878294,996,652,23,-7,23.0000,-7.0000
1772242000.900705,996,652,23,-7,23.0000,-7.0000
1772242000.923216,995,652,23,-7,23.0000,-7.0000
1772242000.945589,995,652,23,-7,23.0000,-7.0000
1772242000.968103,995,652,23,-7,23.0000,-7.0000
1772242000.990383,995,652,23,-7,23.0000,-7.0000
1772242001.012856,996,652,23,-7,23.0000,-7.0000
1772242001.035310,995,652,23,-7,23.0000,-7.0000
1772242001.057801,995,652,23,-7,23.0000,-7.0000
1772242001.080291,996,652,23,-7,23.0000,-7.0000
1772242001.102658,995,652,23,-7,23.0000,-7.0000
1772242001.125070,995,652,23,-7,23.0000,-7.0000
1772242001.168306,995,652,23,-7,23.0000,-7.0000
1772242001.190778,995,652,23,-7,23.0000,-7.0000
1772242001.213217,995,652,23,-7,23.0000,-7.0000
1772242001.235594,995,652,23,-7,23.0000,-7.0000
1772242001.258181,995,652,23,-7,23.0000,-7.0000
1772242001.280385,996,652,23,-7,23.0000,-7.0000
1772242001.302853,996,652,23,-7,23.0000,-7.0000
1772242001.325305,996,652,23,-7,23.0000,-7.0000
1772242001.347767,996,652,23,-7,23.0000,-7.0000
1772242001.370263,990,652,25,-7,25.0000,-7.0000
1772242001.392620,990,652,26,-7,26.0000,-7.0000
1772242001.415099,989,653,27,-7,27.0000,-7.0000
1772242001.437389,987,652,28,-7,28.0000,-7.0000
1772242001.459778,985,652,29,-7,29.0000,-7.0000
1772242001.482236,985,652,30,-7,30.0000,-7.0000
1772242001.504790,983,652,31,-7,31.0000,-7.0000
1772242001.527301,980,652,32,-7,32.0000,-7.0000
1772242001.549650,978,652,34,-7,34.0000,-7.0000
1772242001.572032,977,652,35,-7,35.0000,-7.0000
1772242001.594364,975,652,36,-7,36.0000,-7.0000
1772242001.616772,974,652,37,-7,37.0000,-7.0000
1772242001.639328,972,652,38,-7,38.0000,-7.0000
