Timestamp_Epoch,Index_Angle,Thumb_Angle,Index_Force_g,Thumb_Force_g,Index_Force_N,Thumb_Force_N
1772241979.816551,996,652,23,-7,23.0000,-7.0000
1772241979.839102,996,652,23,-7,23.0000,-7.0000
1772241979.863891,996,652,23,-7,23.0000,-7.0000
1772241979.886412,996,652,23,-7,23.0000,-7.0000
1772241979.908990,996,652,23,-7,23.0000,-7.0000
1772241979.931380,996,652,23,-7,23.0000,-7.0000
1772241979.953850,996,652,23,-7,23.0000,-7.0000
1772241979.976311,996,652,23,-7,23.0000,-7.0000
1772241979.998704,996,652,23,-7,23.0000,-7.0000
1772241980.021301,996,652,23,-7,23.0000,-7.0000
1772241980.043775,996,652,23,-7,23.0000,-7.0000
1772241980.066229,996,652,23,-7,23.0000,-7.0000
1772241980.088476,996,652,23,-7,23.0000,-7.0000
1772241980.111053,996,652,23,-7,23.0000,-7.0000
1772241980.133425,996,652,23,-7,23.0000,-7.0000
1772241980.155811,996,652,23,-7,23.0000,-7.0000
1772241980.178321,996,652,23,-7,23.0000,-7.0000
1772241980.200576,996,652,23,-7,23.0000,-7.0000
1772241980.222980,996,652,23,-7,23.0000,-7.0000
1772241980.245447,996,652,23,-7,23.0000,-7.0000
1772241980.268008,996,652,23,-7,23.0000,-7.0000
1772241980.290375,996,652,23,-7,23.0000,-7.0000
1772241980.312835,996,651,23,-7,23.0000,-7.0000
1772241980.335298,996,652,23,-7,23.0000,-7.0000
1772241980.357713,996,652,23,-7,23.0000,-7.0000
1772241980.400691,996,652,23,-7,23.0000,-7.0000
1772241980.423126,996,652,23,-7,23.0000,-7.0000
1772241980.445374,996,652,23,-7,23.0000,-7.0000
1772241980.467776,996,652,23,-7,23.0000,-7.0000
1772241980.490240,996,652,23,-7,23.0000,-7.0000
1772241980.512570,996,652,23,-7,23.0000,-7.0000
1772241980.535073,996,652,23,-7,23.0000,-7.0000
1772241980.557480,996,652,23,-7,23.0000,-7.0000
1772241980.579932,996,652,23,-7,23.0000,-7.0000
