Timestamp_Epoch,Index_Angle,Thumb_Angle,Index_Force_g,Thumb_Force_g,Index_Force_N,Thumb_Force_N
1772242009.659019,995,652,25,-7,25.0000,-7.0000
1772242009.681358,995,652,25,-7,25.0000,-7.0000
1772242009.706077,995,652,25,-7,25.0000,-7.0000
1772242009.728454,995,652,25,-7,25.0000,-7.0000
1772242009.750991,995,652,25,-7,25.0000,-7.0000
1772242009.773389,995,652,25,-7,25.0000,-7.0000
1772242009.795896,995,652,25,-7,25.0000,-7.0000
1772242009.818512,995,652,25,-7,25.0000,-7.0000
1772242009.840889,995,652,25,-7,25.0000,-7.0000
1772242009.863309,995,652,25,-7,25.0000,-7.0000
1772242009.885663,995,652,25,-7,25.0000,-7.0000
1772242009.908188,995,652,25,-7,25.0000,-7.0000
1772242009.930492,995,652,25,-7,25.0000,-7.0000
1772242009.952997,995,652,25,-7,25.0000,-7.0000
1772242009.975363,995,652,25,-7,25.0000,-7.0000
1772242009.997778,995,652,25,-7,25.0000,-7.0000
1772242010.020306,995,652,25,-7,25.0000,-7.0000
1772242010.042667,995,653,25,-7,25.0000,-7.0000
1772242010.065239,995,652,25,-7,25.0000,-7.0000
1772242010.087633,995,652,25,-7,25.0000,-7.0000
1772242010.110125,995,652,25,-7,25.0000,-7.0000
1772242010.132487,995,652,25,-7,25.0000,-7.0000
1772242010.154905,995,652,25,-7,25.0000,-7.0000
1772242010.177378,995,652,25,-7,25.0000,-7.0000
1772242010.199792,995,652,25,-7,25.0000,-7.0000
1772242010.242826,995,652,25,-7,25.0000,-7.0000
1772242010.265326,995,652,25,-7,25.0000,-7.0000
1772242010.287732,995,652,25,-7,25.0000,-7.0000
1772242010.310297,995,653,25,-7,25.0000,-7.0000
1772242010.332732,995,652,25,-7,25.0000,-7.0000
1772242010.355289,995,652,25,-7,25.0000,-7.0000
1772242010.377645,995,652,25,-7,25.0000,-7.0000
1772242010.400155,995,652,25,-7,25.0000,-7.0000
1772242010.422364,995,652,25,-7,25.0000,-7.0000
1772242010.444827,991,653,26,-7,26.0000,-7.0000
1772242010.467296,990,652,27,-7,27.0000,-7.0000
1772242010.489647,989,652,28,-7,28.0000,-7.0000
1772242010.512235,987,652,29,-7,29.0000,-7.0000
1772242010.534535,985,652,30,-7,30.0000,-7.0000
1772242010.556958,985,652,31,-7,31.0000,-7.0000
1772242010.579368,983,652,32,-7,32.0000,-7.0000
1772242010.601944,980,652,34,-7,34.0000,-7.0000
1772242010.624367,978,652,35,-7,35.0000,-7.0000
1772242010.646832,977,652,36,-7,36.0000,-7.0000
1772242010.669301,975,652,36,-7,36.0000,-7.0000
1772242010.691880,975,652,37,-7,37.0000,-7.0000
1772242010.714293,972,652,38,-7,38.0000,-7.0000
1772242010.736652,971,652,38,-7,38.0000,-7.0000
1772242010.759120,969,652,38,-7,38.0000,-7.0000
1772242010.781651,967,652,39,-7,39.0000,-7.0000
1772242010.804241,965,652,38,-7,38.0000,-7.0000
1772242010.826608,965,652,38,-7,38.0000,-7.0000
1772242010.849195,963,652,38,-7,38.0000,-7.0000
1772242010.871444,961,652,38,-7,38.0000,-7.0000
1772242010.893975,958,652,38,-7,38.0000,-7.0000
1772242010.916304,958,652,38,-7,38.0000,-7.0000
1772242010.938653,957,652,39,-7,39.0000,-7.0000
1772242010.961016,956,651,39,-7,39.0000,-7.0000
1772242010.983320,952,652,39,-7,39.0000,-7.0000
1772242011.005673,951,652,39,-7,39.0000,-7.0000
1772242011.028030,948,652,38,-7,38.0000,-7.0000
1772242011.050303,948,652,38,-7,38.0000,-7.0000
1772242011.072691,946,652,38,-7,38.0000,-7.0000
1772242011.095243,945,652,38,-7,38.0000,-7.0000
1772242011.117594,944,652,38,-7,38.0000,-7.0000
1772242011.139965,944,652,39,-7,39.0000,-7.0000
1772242011.162381,940,652,39,-7,39.0000,-7.0000
1772242011.184770,936,652,39,-7,39.0000,-7.0000
1772242011.207104,936,652,39,-7,39.0000,-7.0000
