Timestamp_Epoch,Index_Angle,Thumb_Angle,Index_Force_g,Thumb_Force_g,Index_Force_N,Thumb_Force_N
1772242040.821234,994,652,25,-7,25.0000,-7.0000
1772242040.843811,994,652,25,-7,25.0000,-7.0000
1772242040.868511,994,653,25,-7,25.0000,-7.0000
1772242040.890953,994,652,25,-7,25.0000,-7.0000
1772242040.913313,994,652,25,-7,25.0000,-7.0000
1772242040.935748,994,652,25,-7,25.0000,-7.0000
1772242040.958218,994,652,25,-7,25.0000,-7.0000
1772242040.980477,994,652,25,-7,25.0000,-7.0000
1772242041.002964,994,652,25,-7,25.0000,-7.0000
1772242041.025384,994,652,25,-7,25.0000,-7.0000
1772242041.047756,994,652,25,-7,25.0000,-7.0000
1772242041.070250,994,652,25,-7,25.0000,-7.0000
1772242041.092618,994,652,25,-7,25.0000,-7.0000
1772242041.115101,994,652,25,-7,25.0000,-7.0000
1772242041.137388,994,652,25,-7,25.0000,-7.0000
1772242041.159856,994,652,25,-7,25.0000,-7.0000
1772242041.182369,994,652,25,-7,25.0000,-7.0000
1772242041.204968,994,652,25,-7,25.0000,-7.0000
1772242041.227435,994,652,25,-7,25.0000,-7.0000
1772242041.249910,994,652,25,-7,25.0000,-7.0000
1772242041.272383,994,652,25,-7,25.0000,-7.0000
1772242041.294979,994,652,25,-7,25.0000,-7.0000
1772242041.317357,994,653,25,-7,25.0000,-7.0000
1772242041.339974,994,652,25,-7,25.0000,-7.0000
1772242041.362332,994,652,25,-7,25.0000,-7.0000
1772242041.387022,994,652,25,-7,25.0000,-7.0000
1772242041.417973,994,652,25,-7,25.0000,-7.0000
1772242041.440383,994,652,25,-7,25.0000,-7.0000
1772242041.462753,994,653,25,-7,25.0000,-7.0000
1772242041.485297,994,652,25,-7,25.0000,-7.0000
1772242041.507782,994,653,25,-7,25.0000,-7.0000
1772242041.530311,994,652,25,-7,25.0000,-7.0000
1772242041.552867,995,652,25,-7,25.0000,-7.0000
1772242041.575318,995,652,25,-7,25.0000,-7.0000
1772242041.597725,995,652,25,-7,25.0000,-7.0000
1772242041.620106,990,651,26,-7,26.0000,-7.0000
1772242041.642481,989,652,28,-7,28.0000,-7.0000
1772242041.665006,987,652,29,-7,29.0000,-7.0000
