timestamp_epoch,wrist_fx_N,wrist_fy_N,wrist_fz_N,wrist_f_norm_N,wrist_tx,wrist_ty,wrist_tz,index_force_N,thumb_force_N,hand_phase
1772146302.4012606,0.0,-0.1,0.3,0.31622776601683794,0.005,-0.005,-0.005,-0.26444,0.333812,0
1772146302.427572,0.0,-0.1,-0.5,0.5099019513592785,0.006,-0.003,-0.006,-0.26444,0.333812,0
1772146302.453922,0.2,-0.2,-0.4,0.48989794855663565,0.01799,-0.007,-0.002,-0.26444,0.333812,0
1772146302.4802532,-0.1,0.0,-0.5,0.5099019513592785,0.008,-0.002,-0.004,-0.26444,0.333812,0
1772146302.5066056,0.2,-0.1,0.6,0.6403124237432849,0.006,-0.005,-0.002,-0.26444,0.333812,0
1772146302.532952,0.1,-0.1,0.1,0.17320508075688776,0.012,0.005,-0.004,-0.26444,0.333812,0
1772146302.55925,0.1,-0.1,0.5,0.5196152422706632,0.01,-0.006,-0.001,-0.26444,0.333812,0
1772146302.5854492,0.0,-0.2,-0.9,0.9219544457292888,0.0,0.01799,-0.005,-0.26444,0.333812,0
1772146302.611809,0.1,-0.2,-0.1,0.24494897427831783,0.01,0.001,-0.003,-0.26444,0.333812,0
1772146302.6381948,0.1,-0.1,0.1,0.17320508075688776,0.012,-0.004,-0.001,-0.26444,0.333812,0
1772146302.664485,0.1,-0.2,0.3,0.37416573867739417,0.023,-0.015,-0.004,-0.26444,0.333812,0
1772146302.6909354,0.0,-0.1,-0.3,0.31622776601683794,0.007,0.004,-0.007,-0.26444,0.333812,0
1772146302.717222,0.1,0.0,0.2,0.223606797749979,0.01,-0.001,-0.006,-0.26444,0.333812,0
1772146302.7434835,0.0,-0.1,-0.2,0.223606797749979,0.01,0.007,-0.003,-0.26444,0.333812,0
1772146302.769814,0.0,-0.1,-0.7,0.7071067811865475,0.008,-0.007,-0.008,-0.26444,0.333812,0
1772146302.7962086,0.1,-0.2,-0.4,0.45825756949558405,-0.002,0.00899,-0.001,-0.26444,0.333812,0
1772146302.8224251,0.1,-0.1,0.9,0.9110433579144299,0.012,-0.017,-0.006,-0.26444,0.333812,0
1772146302.8487017,0.1,0.0,-0.2,0.223606797749979,0.008,0.008,-0.002,-0.26444,0.333812,0
1772146302.8750582,0.1,-0.1,0.0,0.14142135623730953,-0.002,0.007,-0.004,-0.26444,0.333812,0
1772146302.9013515,0.1,0.0,0.4,0.4123105625617661,0.015,-0.008,-0.004,-0.26444,0.333812,0
1772146302.927631,0.0,-0.1,0.8,0.806225774829855,0.00899,0.0,-0.004,-0.26444,0.333812,0
1772146302.9538841,0.1,-0.2,-0.3,0.37416573867739417,0.011,-0.00899,-0.005,-0.26444,0.333812,0
1772146302.9803336,0.1,-0.1,-0.1,0.17320508075688776,0.001,0.0,-0.003,-0.26444,0.333812,0
1772146303.0065775,0.0,-0.1,0.3,0.31622776601683794,0.008,-0.014,-0.00899,-0.26444,0.333812,0
1772146303.0328622,0.0,-0.1,0.1,0.14142135623730953,0.015,-0.006,-0.004,-0.26444,0.333812,0
1772146303.059189,0.1,-0.1,0.4,0.42426406871192857,0.012,-0.007,-0.007,-0.26444,0.333812,0
