Timestamp_Epoch,Index_Force_N,Thumb_Force_N,Phase
1770765058.727322,-0.2794,0.7228,0
1770765058.743542,-0.2794,0.7228,0
1770765058.759950,-0.2794,0.7228,0
1770765058.776179,-0.2794,0.7228,0
1770765058.792411,-0.2794,0.7228,0
1770765058.808746,-0.2794,0.7228,0
1770765058.825134,-0.2794,0.7228,0
1770765058.841530,-0.2794,0.7228,0
1770765058.857903,-0.2794,0.7228,0
1770765058.874262,-0.2794,0.7228,0
1770765058.890665,-0.2794,0.7228,0
1770765058.906975,-0.2794,0.7228,0
1770765058.923320,-0.2794,0.7228,0
1770765058.939561,-0.2794,0.7228,0
1770765058.955851,-0.2794,0.7228,0
1770765058.972181,-0.2794,0.7228,0
1770765058.988406,-0.2794,0.7228,0
1770765059.004612,-0.2794,0.7228,0
1770765059.020832,-0.2794,0.7228,0
1770765059.037142,-0.2794,0.7228,0
1770765059.053413,-0.2794,0.7228,0
1770765059.069626,-0.2794,0.7228,0
1770765059.085943,-0.2794,0.7228,0
1770765059.102233,-0.2794,0.7228,0
1770765059.118422,-0.2794,0.7228,0
1770765059.134658,-0.2794,0.7228,0
1770765059.150905,-0.2794,0.7228,0
1770765059.167139,-0.2794,0.7228,0
1770765059.183322,-0.2794,0.7228,0
1770765059.199561,-0.2794,0.7228,0
1770765059.215868,-0.2794,0.7228,0
1770765059.232091,-0.2794,0.7228,0
1770765059.248333,-0.2794,0.7228,0
1770765059.264621,-0.2794,0.7228,0
1770765059.281003,-0.2794,0.7228,0
1770765059.297289,-0.2794,0.7228,0
1770765059.313490,-0.2794,0.7228,0
1770765059.329726,-0.2794,0.7228,0
1770765059.345929,-0.2794,0.7228,0
1770765059.362151,-0.2794,0.7228,0
1770765059.378393,-0.2794,0.7228,0
1770765059.394790,-0.2794,0.7228,0
1770765059.411198,-0.2794,0.7228,0
1770765059.427387,-0.2794,0.7228,0
1770765059.443649,-0.2794,0.7228,0
1770765059.459987,-0.2794,0.7228,0
1770765059.476224,-0.2794,0.7228,0
1770765059.492401,-0.2794,0.7228,0
1770765059.508626,-0.2794,0.7228,0
1770765059.524940,-0.2794,0.7228,0
1770765059.541237,-0.2794,0.7228,0
1770765059.557436,-0.2794,0.7228,0
1770765059.573647,-0.2794,0.7228,0
1770765059.589862,-0.2794,0.7228,0
1770765059.606064,-0.2794,0.7228,0
1770765059.622252,-0.2794,0.7228,0
1770765059.638471,-0.2794,0.7228,0
1770765059.654662,-0.2794,0.7228,0
1770765059.670851,-0.2794,0.7228,0
1770765059.687068,-0.2794,0.7228,0
1770765059.703254,-0.2794,0.7228,0
1770765059.719440,-0.2794,0.7228,0
1770765059.735631,-0.2794,0.7228,0
1770765059.751831,-0.2794,0.7228,0
1770765059.768043,-0.2794,0.7228,0
1770765059.784268,-0.2794,0.7228,0
1770765059.800493,-0.2794,0.7228,0
1770765059.816751,-0.2794,0.7228,0
1770765059.833111,-0.2794,0.7228,0
1770765059.849315,-0.2794,0.7228,0
1770765059.865618,-0.2794,0.7228,0
1770765059.881927,-0.2794,0.7228,0
1770765059.898233,-0.2794,0.7228,0
1770765059.914438,-0.2794,0.7228,0
1770765059.930728,-0.2794,0.7228,0
1770765059.946941,-0.2794,0.7228,0
1770765059.963192,-0.2794,0.7228,0
1770765059.979385,-0.2794,0.7228,0
1770765059.995629,-0.2794,0.7228,0
1770765060.011860,-0.2794,0.7228,0
1770765060.028163,-0.2794,0.7228,0
1770765060.044385,-0.2794,0.7228,0
1770765060.060666,-0.2794,0.7228,0
1770765060.076959,-0.2794,0.7228,0
1770765060.093311,-0.2794,0.7228,0
1770765060.109502,-0.2794,0.7228,0
1770765060.125785,-0.2794,0.7228,0
1770765060.142025,-0.2794,0.7228,0
1770765060.158337,-0.2794,0.7228,0
1770765060.174579,-0.2794,0.7228,0
1770765060.190826,-0.2794,0.7228,0
1770765060.207014,-0.2794,0.7228,0
1770765060.223216,-0.2794,0.7228,0
1770765060.239392,-0.2794,0.7228,0
1770765060.255612,-0.2794,0.7228,0
1770765060.271793,-0.2794,0.7228,0
1770765060.288036,-0.2794,0.7228,0
1770765060.304225,-0.2794,0.7228,0
1770765060.320410,-0.2794,0.7228,0
1770765060.336605,-0.2794,0.7228,0
1770765060.352803,-0.2794,0.7228,0
1770765060.368973,-0.2794,0.7228,0
1770765060.385212,-0.2794,0.7353,0
1770765060.401392,-0.2794,0.7353,0
1770765060.417621,-0.2794,0.7353,0
1770765060.433976,-0.2794,0.7353,0
1770765060.450163,-0.2794,0.7353,0
1770765060.466374,-0.2794,0.7353,0
1770765060.482775,-0.2794,0.7353,0
1770765060.499177,-0.2794,0.7353,0
1770765060.515414,-0.2794,0.7353,0
1770765060.531845,-0.2794,0.7353,0
1770765060.548161,-0.2794,0.7353,0
1770765060.564376,-0.2794,0.7353,0
1770765060.580629,-0.2794,0.7353,0
1770765060.596963,-0.2794,0.7353,0
1770765060.613237,-0.2794,0.7353,0
1770765060.629478,-0.2794,0.7353,0
1770765060.645713,-0.2794,0.7353,0
1770765060.661927,-0.2794,0.7353,0
1770765060.678205,-0.2794,0.7353,0
1770765060.694429,-0.2794,0.7604,0
1770765060.710654,-0.2794,0.7855,0
1770765060.726887,-0.2794,0.7855,0
1770765060.743116,-0.2794,0.8231,0
1770765060.759319,-0.2794,0.8984,0
1770765060.775550,-0.2794,1.0615,0
1770765060.791798,-0.2794,1.2372,0
1770765060.808081,-0.2794,1.2372,0
1770765060.824314,-0.2794,1.4129,0
1770765060.840546,-0.2794,1.5634,0
1770765060.869030,-0.2794,1.6889,1
1770765060.885234,-0.2794,1.7265,1
1770765060.901442,-0.2794,1.6387,1
1770765060.917710,-0.2794,1.4881,1
1770765060.933940,-0.2794,1.3627,1
1770765060.950178,-0.2794,1.3627,1
1770765060.966357,-0.2794,1.2748,1
1770765060.982559,-0.2794,1.1870,1
1770765060.998799,-0.2794,1.1117,1
