Timestamp_Epoch,Index_Force_N,Thumb_Force_N,Phase
1771012811.201288,-0.2794,0.5095,0
1771012811.207447,-0.2794,0.5095,0
1771012811.213554,-0.2794,0.5095,0
1771012811.219654,-0.2794,0.5095,0
1771012811.225785,-0.2794,0.5095,0
1771012811.231891,-0.2794,0.5095,0
1771012811.238012,-0.2794,0.5095,0
1771012811.244140,-0.2794,0.5095,0
1771012811.250257,-0.2794,0.5095,0
1771012811.256366,-0.2794,0.5095,0
1771012811.262465,-0.2794,0.5095,0
1771012811.268583,-0.2794,0.5095,0
1771012811.274705,-0.2794,0.5095,0
1771012811.280912,-0.2794,0.5095,0
1771012811.287125,-0.2794,0.5095,0
1771012811.293216,-0.2794,0.5095,0
1771012811.299334,-0.2794,0.5095,0
1771012811.305422,-0.2794,0.5095,0
1771012811.311519,-0.2794,0.5095,0
1771012811.317621,-0.2794,0.5095,0
1771012811.323716,-0.2794,0.5095,0
1771012811.329851,-0.2794,0.5095,0
1771012811.336046,-0.2794,0.5095,0
1771012811.342155,-0.2794,0.5095,0
1771012811.348265,-0.2794,0.5095,0
1771012811.354361,-0.2794,0.5095,0
1771012811.360466,-0.2794,0.5095,0
1771012811.366567,-0.2794,0.5095,0
1771012811.372686,-0.2794,0.5095,0
1771012811.378905,-0.2794,0.5095,0
1771012811.385004,-0.2794,0.5095,0
1771012811.391101,-0.2794,0.5095,0
1771012811.397199,-0.2794,0.5095,0
1771012811.403294,-0.2794,0.5095,0
1771012811.409395,-0.2794,0.5095,0
1771012811.415499,-0.2794,0.5095,0
1771012811.421626,-0.2794,0.5095,0
1771012811.427758,-0.2794,0.5095,0
1771012811.433979,-0.2794,0.5095,0
1771012811.440076,-0.2794,0.5095,0
1771012811.446186,-0.2794,0.5095,0
1771012811.452286,-0.2794,0.5095,0
1771012811.458412,-0.2794,0.5095,0
1771012811.464551,-0.2794,0.5095,0
1771012811.470757,-0.2794,0.5095,0
1771012811.476860,-0.2794,0.5095,0
1771012811.483049,-0.2794,0.5095,0
1771012811.489290,-0.2794,0.5095,0
1771012811.495393,-0.2794,0.5095,0
1771012811.501511,-0.2794,0.5095,0
1771012811.507602,-0.2794,0.5095,0
1771012811.513816,-0.2794,0.5095,0
1771012811.519910,-0.2794,0.5095,0
1771012811.526044,-0.2794,0.5095,0
1771012811.532148,-0.2794,0.5095,0
1771012811.538247,-0.2794,0.5095,0
1771012811.544345,-0.2794,0.5095,0
1771012811.550442,-0.2794,0.5095,0
1771012811.556533,-0.2794,0.5095,0
1771012811.562723,-0.2794,0.5095,0
1771012811.568935,-0.2794,0.5095,0
1771012811.575035,-0.2794,0.5095,0
