Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000206,0.000000,1772596882.736849,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
2,0.012704,0.012441,1772596882.749347,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
3,0.031234,0.030970,1772596882.767877,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
4,0.043523,0.043260,1772596882.780166,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
5,0.055950,0.055686,1772596882.792593,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
6,0.074372,0.074109,1772596882.811016,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
7,0.086754,0.086491,1772596882.823397,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
8,0.099151,0.098887,1772596882.835794,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
9,0.111353,0.111090,1772596882.847996,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
10,0.123826,0.123562,1772596882.860469,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
11,0.136267,0.136003,1772596882.872910,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
12,0.148720,0.148456,1772596882.885363,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
13,0.161140,0.160876,1772596882.897783,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
14,0.173477,0.173213,1772596882.910120,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
15,0.185992,0.185728,1772596882.922635,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
16,0.198223,0.197959,1772596882.934866,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
17,0.210547,0.210283,1772596882.947190,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
18,0.222985,0.222722,1772596882.959629,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
19,0.235223,0.234959,1772596882.971866,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
20,0.247530,0.247267,1772596882.984174,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
21,0.259888,0.259624,1772596882.996531,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
22,0.272229,0.271965,1772596883.008872,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
23,0.284499,0.284236,1772596883.021142,1,hybrid_01,hybrid,1000,open,999,4,4.0000,500,300
24,0.296920,0.296656,1772596883.033563,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
25,0.309310,0.309046,1772596883.045953,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
26,0.321567,0.321304,1772596883.058211,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
27,0.334025,0.333761,1772596883.070668,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
28,0.346272,0.346008,1772596883.082915,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
29,0.358555,0.358291,1772596883.095198,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
30,0.370993,0.370729,1772596883.107636,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
31,0.383424,0.383160,1772596883.120067,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
32,0.395908,0.395644,1772596883.132551,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
33,0.408383,0.408119,1772596883.145026,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
34,0.420884,0.420620,1772596883.157527,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
35,0.433280,0.433016,1772596883.169923,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
36,0.445528,0.445264,1772596883.182171,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
37,0.457746,0.457483,1772596883.194390,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
38,0.469960,0.469697,1772596883.206604,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
39,0.482124,0.481861,1772596883.218768,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
40,0.494258,0.493995,1772596883.230901,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
41,0.506435,0.506171,1772596883.243078,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
