Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000191,0.000000,1772596834.263311,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
2,0.012543,0.012301,1772596834.275663,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
3,0.037083,0.036841,1772596834.300203,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
4,0.049530,0.049288,1772596834.312650,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
5,0.061819,0.061577,1772596834.324939,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
6,0.074310,0.074067,1772596834.337430,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
7,0.086701,0.086458,1772596834.349821,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
8,0.099123,0.098881,1772596834.362243,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
9,0.111612,0.111370,1772596834.374732,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
10,0.123823,0.123581,1772596834.386943,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
11,0.136246,0.136004,1772596834.399366,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
12,0.148676,0.148434,1772596834.411796,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
13,0.160890,0.160648,1772596834.424010,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
14,0.173422,0.173179,1772596834.436541,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
15,0.185755,0.185512,1772596834.448874,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
16,0.198236,0.197993,1772596834.461355,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
17,0.210693,0.210450,1772596834.473813,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
18,0.222964,0.222722,1772596834.486084,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
19,0.235362,0.235119,1772596834.498482,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
20,0.247768,0.247525,1772596834.510888,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
21,0.260083,0.259841,1772596834.523203,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
22,0.272621,0.272379,1772596834.535741,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
23,0.284993,0.284750,1772596834.548113,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
24,0.297534,0.297292,1772596834.560654,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
25,0.309866,0.309623,1772596834.572987,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
26,0.322366,0.322124,1772596834.585486,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
27,0.334706,0.334464,1772596834.597826,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
28,0.347074,0.346832,1772596834.610194,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
29,0.359506,0.359264,1772596834.622626,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
30,0.371768,0.371526,1772596834.634888,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
31,0.384234,0.383992,1772596834.647354,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
32,0.396640,0.396397,1772596834.659759,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
33,0.408990,0.408748,1772596834.672110,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
34,0.421519,0.421276,1772596834.684638,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
35,0.433812,0.433569,1772596834.696932,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
