Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000210,0.000000,1772584775.367427,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
2,0.012467,0.012173,1772584775.379683,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
3,0.030950,0.030656,1772584775.398166,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
4,0.049399,0.049106,1772584775.416615,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
5,0.061729,0.061436,1772584775.428946,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
6,0.074179,0.073886,1772584775.441396,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
7,0.086387,0.086093,1772584775.453603,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
8,0.098671,0.098378,1772584775.465888,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
9,0.111108,0.110815,1772584775.478324,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
10,0.123367,0.123073,1772584775.490583,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
11,0.135709,0.135416,1772584775.502925,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
12,0.148160,0.147866,1772584775.515376,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
13,0.160365,0.160071,1772584775.527581,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
14,0.172648,0.172355,1772584775.539865,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
15,0.185081,0.184787,1772584775.552297,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
16,0.197364,0.197071,1772584775.564581,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
17,0.209762,0.209469,1772584775.576978,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
18,0.222220,0.221926,1772584775.589436,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
19,0.234440,0.234147,1772584775.601657,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
20,0.246841,0.246548,1772584775.614058,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
21,0.259316,0.259022,1772584775.626532,1,speed_01,speed,1000,open,999,-4,-4.0000,250,150
