Timestamp_Epoch,Index_Angle,Thumb_Angle,Index_Force_g,Thumb_Force_g,Index_Force_N,Thumb_Force_N
1772241110.328603,996,652,23,-7,23.0000,-7.0000
1772241110.350959,996,652,23,-7,23.0000,-7.0000
1772241110.375536,996,652,23,-7,23.0000,-7.0000
1772241110.398160,996,652,23,-7,23.0000,-7.0000
1772241110.420512,996,652,23,-7,23.0000,-7.0000
1772241110.442970,996,652,23,-7,23.0000,-7.0000
1772241110.465384,996,652,23,-7,23.0000,-7.0000
1772241110.487782,996,652,23,-7,23.0000,-7.0000
1772241110.510201,996,652,23,-7,23.0000,-7.0000
1772241110.532469,996,652,23,-7,23.0000,-7.0000
1772241110.555081,996,652,23,-7,23.0000,-7.0000
1772241110.577374,996,652,23,-7,23.0000,-7.0000
1772241110.599876,996,652,23,-7,23.0000,-7.0000
1772241110.622311,996,652,23,-7,23.0000,-7.0000
1772241110.644715,996,652,23,-7,23.0000,-7.0000
1772241110.667017,996,652,23,-7,23.0000,-7.0000
1772241110.689347,996,652,23,-7,23.0000,-7.0000
1772241110.711720,996,652,23,-7,23.0000,-7.0000
1772241110.734022,996,652,23,-7,23.0000,-7.0000
1772241110.756350,996,652,23,-7,23.0000,-7.0000
1772241110.778669,996,652,23,-7,23.0000,-7.0000
1772241110.801005,996,652,23,-7,23.0000,-7.0000
1772241110.823300,996,652,23,-7,23.0000,-7.0000
1772241110.845735,996,652,23,-7,23.0000,-7.0000
1772241110.868245,996,652,23,-7,23.0000,-7.0000
1772241110.892892,996,652,23,-7,23.0000,-7.0000
1772241110.915383,996,652,23,-7,23.0000,-7.0000
1772241110.937863,951,652,23,-7,23.0000,-7.0000
1772241110.960313,909,652,22,-7,22.0000,-7.0000
1772241110.982788,871,652,22,-7,22.0000,-7.0000
1772241111.005281,826,652,21,-7,21.0000,-7.0000
1772241111.027619,804,652,23,-7,23.0000,-7.0000
1772241111.050179,804,652,25,-7,25.0000,-7.0000
1772241111.072457,804,652,26,-7,26.0000,-7.0000
