Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000219,0.000000,1772596857.379069,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
2,0.012632,0.012376,1772596857.391482,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
3,0.037263,0.037007,1772596857.416113,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
4,0.049693,0.049438,1772596857.428544,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
5,0.061996,0.061741,1772596857.440846,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
6,0.074197,0.073941,1772596857.453047,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
7,0.086385,0.086129,1772596857.465235,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
8,0.098601,0.098345,1772596857.477451,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
9,0.110875,0.110620,1772596857.489725,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
10,0.123012,0.122756,1772596857.501862,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
11,0.135189,0.134933,1772596857.514039,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
12,0.147438,0.147182,1772596857.526288,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
13,0.159843,0.159588,1772596857.538693,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
14,0.171986,0.171730,1772596857.550836,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
15,0.184126,0.183870,1772596857.562976,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
16,0.196395,0.196140,1772596857.575245,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
17,0.208970,0.208714,1772596857.587820,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
18,0.221258,0.221003,1772596857.600108,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
19,0.233721,0.233466,1772596857.612571,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
20,0.245944,0.245688,1772596857.624794,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
21,0.258165,0.257909,1772596857.637015,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
22,0.270605,0.270350,1772596857.649455,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
23,0.282877,0.282621,1772596857.661727,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
24,0.295140,0.294885,1772596857.673990,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
25,0.307605,0.307349,1772596857.686455,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
26,0.320194,0.319938,1772596857.699044,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
27,0.332876,0.332621,1772596857.711726,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
28,0.345084,0.344828,1772596857.723934,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
29,0.357253,0.356997,1772596857.736103,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
30,0.369765,0.369509,1772596857.748615,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
31,0.382050,0.381795,1772596857.760900,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
32,0.394357,0.394101,1772596857.773206,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
33,0.406847,0.406591,1772596857.785697,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
34,0.419159,0.418904,1772596857.798010,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
35,0.431568,0.431312,1772596857.810418,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
36,0.444064,0.443809,1772596857.822915,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
37,0.456439,0.456183,1772596857.835289,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
38,0.468930,0.468675,1772596857.847780,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
39,0.481259,0.481003,1772596857.860109,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
40,0.493805,0.493549,1772596857.872655,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
41,0.506088,0.505832,1772596857.884938,1,hybrid_01,hybrid,1000,open,1000,5,5.0000,500,300
42,1.879882,1.879627,1772596859.258733,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
43,1.892178,1.891923,1772596859.271028,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
44,1.904560,1.904304,1772596859.283410,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
45,1.916874,1.916618,1772596859.295723,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
46,1.929181,1.928925,1772596859.308031,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
47,1.941384,1.941129,1772596859.320234,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
48,1.953859,1.953604,1772596859.332709,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
49,1.972208,1.971952,1772596859.351058,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
50,1.984559,1.984303,1772596859.363409,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
51,1.996877,1.996621,1772596859.375727,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
52,2.009083,2.008827,1772596859.387933,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
53,2.027722,2.027466,1772596859.406572,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
54,2.046224,2.045968,1772596859.425074,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
55,2.058620,2.058364,1772596859.437470,1,hybrid_01,hybrid,500,approach,1000,5,5.0000,500,300
56,2.070912,2.070656,1772596859.449762,1,hybrid_01,hybrid,500,approach,1000,6,6.0000,500,300
57,2.083252,2.082997,1772596859.462102,1,hybrid_01,hybrid,500,approach,989,6,6.0000,500,300
58,2.095704,2.095448,1772596859.474554,1,hybrid_01,hybrid,500,approach,959,5,5.0000,500,300
59,2.114047,2.113791,1772596859.492897,1,hybrid_01,hybrid,500,approach,929,4,4.0000,500,300
60,2.126476,2.126220,1772596859.505326,1,hybrid_01,hybrid,500,approach,929,4,4.0000,500,300
61,2.138954,2.138698,1772596859.517804,1,hybrid_01,hybrid,500,approach,899,4,4.0000,500,300
62,2.151304,2.151048,1772596859.530154,1,hybrid_01,hybrid,500,approach,899,2,2.0000,500,300
63,2.163828,2.163572,1772596859.542678,1,hybrid_01,hybrid,500,approach,867,2,2.0000,500,300
64,2.176019,2.175763,1772596859.554868,1,hybrid_01,hybrid,500,approach,839,2,2.0000,500,300
65,2.188224,2.187969,1772596859.567074,1,hybrid_01,hybrid,500,approach,839,2,2.0000,500,300
66,2.200586,2.200330,1772596859.579436,1,hybrid_01,hybrid,500,approach,813,2,2.0000,500,300
67,2.212889,2.212633,1772596859.591739,1,hybrid_01,hybrid,500,approach,783,1,1.0000,500,300
68,2.231185,2.230930,1772596859.610035,1,hybrid_01,hybrid,500,approach,783,1,1.0000,500,300
69,2.243515,2.243259,1772596859.622365,1,hybrid_01,hybrid,500,approach,754,0,0.0000,500,300
70,2.261954,2.261699,1772596859.640804,1,hybrid_01,hybrid,500,approach,726,0,0.0000,500,300
71,2.477391,2.477135,1772596859.856241,1,hybrid_01,hybrid,25,contact,702,108,108.0000,500,300
72,2.489981,2.489725,1772596859.868831,1,hybrid_01,hybrid,25,contact,702,112,112.0000,500,300
73,2.502377,2.502121,1772596859.881227,1,hybrid_01,hybrid,25,contact,702,112,112.0000,500,300
74,2.514961,2.514705,1772596859.893811,1,hybrid_01,hybrid,25,contact,702,116,116.0000,500,300
75,2.527326,2.527070,1772596859.906176,1,hybrid_01,hybrid,25,contact,702,116,116.0000,500,300
76,2.539994,2.539738,1772596859.918844,1,hybrid_01,hybrid,25,contact,702,118,118.0000,500,300
77,2.552380,2.552125,1772596859.931231,1,hybrid_01,hybrid,25,contact,702,121,121.0000,500,300
78,2.565035,2.564779,1772596859.943885,1,hybrid_01,hybrid,25,contact,702,121,121.0000,500,300
79,2.577461,2.577205,1772596859.956311,1,hybrid_01,hybrid,25,contact,702,124,124.0000,500,300
80,2.589998,2.589742,1772596859.968848,1,hybrid_01,hybrid,25,contact,702,126,126.0000,500,300
81,2.602475,2.602219,1772596859.981325,1,hybrid_01,hybrid,25,contact,702,128,128.0000,500,300
82,2.640012,2.639756,1772596860.018862,1,hybrid_01,hybrid,25,contact,702,130,130.0000,500,300
83,2.664995,2.664739,1772596860.043845,1,hybrid_01,hybrid,25,contact,702,130,130.0000,500,300
84,2.677323,2.677067,1772596860.056173,1,hybrid_01,hybrid,25,contact,702,132,132.0000,500,300
85,2.689947,2.689691,1772596860.068797,1,hybrid_01,hybrid,25,contact,702,133,133.0000,500,300
86,2.702230,2.701974,1772596860.081080,1,hybrid_01,hybrid,25,contact,702,133,133.0000,500,300
87,2.714668,2.714412,1772596860.093518,1,hybrid_01,hybrid,25,contact,702,134,134.0000,500,300
88,2.727087,2.726831,1772596860.105937,1,hybrid_01,hybrid,25,contact,702,134,134.0000,500,300
89,2.739469,2.739214,1772596860.118320,1,hybrid_01,hybrid,25,contact,702,136,136.0000,500,300
90,2.751987,2.751731,1772596860.130837,1,hybrid_01,hybrid,25,contact,702,137,137.0000,500,300
91,2.764306,2.764050,1772596860.143156,1,hybrid_01,hybrid,25,contact,702,137,137.0000,500,300
92,2.776839,2.776583,1772596860.155689,1,hybrid_01,hybrid,25,contact,702,137,137.0000,500,300
93,2.789175,2.788919,1772596860.168025,1,hybrid_01,hybrid,25,contact,702,137,137.0000,500,300
94,2.801632,2.801376,1772596860.180481,1,hybrid_01,hybrid,25,contact,702,137,137.0000,500,300
95,2.814076,2.813821,1772596860.192926,1,hybrid_01,hybrid,25,contact,702,137,137.0000,500,300
96,2.826412,2.826156,1772596860.205262,1,hybrid_01,hybrid,25,contact,702,137,137.0000,500,300
97,2.838987,2.838731,1772596860.217837,1,hybrid_01,hybrid,25,contact,702,137,137.0000,500,300
98,2.863986,2.863731,1772596860.242836,1,hybrid_01,hybrid,25,contact,702,137,137.0000,500,300
99,2.876280,2.876024,1772596860.255130,1,hybrid_01,hybrid,25,contact,701,140,140.0000,500,300
100,2.888846,2.888590,1772596860.267696,1,hybrid_01,hybrid,25,contact,701,148,148.0000,500,300
101,2.901147,2.900892,1772596860.279997,1,hybrid_01,hybrid,25,contact,700,148,148.0000,500,300
102,2.913581,2.913326,1772596860.292432,1,hybrid_01,hybrid,25,contact,700,157,157.0000,500,300
103,2.926028,2.925773,1772596860.304878,1,hybrid_01,hybrid,25,contact,700,157,157.0000,500,300
104,2.938351,2.938095,1772596860.317201,1,hybrid_01,hybrid,25,contact,698,168,168.0000,500,300
105,2.950897,2.950642,1772596860.329747,1,hybrid_01,hybrid,25,contact,698,178,178.0000,500,300
