Source_File,Mode,Speed_Label,Speed_Value,Force_Limit_g,Force_Trigger_g,Trial_Index,Trial_Name,Sample_Count,Median_dt_s,Baseline_Mean_g,Baseline_Std_g,Onset_Threshold_g,Onset_Trial_Elapsed_s,Onset_Force_g,Onset_Angle,Peak_Force_g,Peak_Force_Trial_Elapsed_s,Peak_Force_Angle,Overshoot_g
middlefinger_speed750_force100_20trials_20260303-172149.csv,speed,speed750,750,100,60,17,speed_17,111,0.012393,-2.000000,0.000000,18.000000,2.689504,25.400000,657,1682.000000,3.544484,644,1582.000000
middlefinger_speed750_force100_20trials_20260303-172149.csv,speed,speed750,750,100,60,18,speed_18,134,0.012419,-2.040000,0.120000,17.960000,3.064182,25.600000,657,1718.000000,3.856648,644,1618.000000
middlefinger_speed750_force100_20trials_20260303-172149.csv,speed,speed750,750,100,60,19,speed_19,80,0.024523,-2.000000,0.000000,18.000000,2.153481,59.800000,647,1669.000000,3.017597,644,1569.000000
middlefinger_speed750_force100_20trials_20260303-172149.csv,speed,speed750,750,100,60,20,speed_20,145,0.012418,-2.040000,0.120000,17.960000,2.042807,25.800000,657,1705.000000,2.893961,644,1605.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,1,speed_01,134,0.012429,-2.420000,0.761315,17.580000,2.043191,51.600000,650,1685.000000,2.825158,644,1585.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,2,speed_02,154,0.012466,-2.540000,0.984073,17.460000,1.995567,52.200000,648,1710.000000,2.804388,644,1610.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,3,speed_03,110,0.012560,-2.000000,0.000000,18.000000,2.525976,41.200000,648,1712.000000,3.367735,644,1612.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,4,speed_04,95,0.012424,-0.840000,11.583713,45.494851,2.138547,114.000000,644,1716.000000,2.953644,644,1616.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,5,speed_05,220,0.012423,-2.000000,0.000000,18.000000,2.884844,52.400000,648,1710.000000,3.713192,644,1610.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,6,speed_06,187,0.012432,-1.000000,0.000000,19.000000,2.116952,44.000000,648,1718.000000,2.924731,644,1618.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,7,speed_07,122,0.012392,-3.080000,1.688076,16.920000,2.165511,41.600000,663,1714.000000,2.971174,644,1614.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,8,speed_08,142,0.012404,-3.780000,2.397415,16.220000,3.266722,41.600000,663,1694.000000,4.083261,644,1594.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,9,speed_09,79,0.012594,-4.180000,3.125956,15.820000,2.095416,42.200000,648,1638.000000,2.945652,644,1538.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,10,speed_10,111,0.012474,-3.620000,2.143735,16.380000,1.998450,54.600000,648,1700.000000,2.801774,644,1600.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,11,speed_11,137,0.012468,-2.000000,0.000000,18.000000,3.019339,32.000000,663,1702.000000,3.845131,644,1602.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,12,speed_12,136,0.012313,-1.000000,0.000000,19.000000,2.104927,44.200000,648,1720.000000,2.911995,644,1620.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,13,speed_13,114,0.012430,-2.000000,0.000000,18.000000,2.605494,42.400000,648,1718.000000,3.468413,644,1618.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,14,speed_14,93,0.012471,-2.240000,0.549909,17.760000,2.011401,43.200000,648,1706.000000,2.831126,644,1606.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,15,speed_15,117,0.012447,-2.000000,0.000000,18.000000,2.131444,43.400000,648,1697.000000,2.943458,644,1597.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,16,speed_16,111,0.012442,-3.940000,2.699704,16.060000,2.191146,41.600000,663,1698.000000,2.997223,644,1598.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,17,speed_17,108,0.012448,-2.000000,0.000000,18.000000,2.034326,40.800000,663,1701.000000,2.899243,644,1601.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,18,speed_18,120,0.012374,-2.000000,0.000000,18.000000,4.450224,41.600000,663,1630.000000,5.258357,644,1530.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,19,speed_19,161,0.012513,-4.955000,3.570466,15.045000,2.381093,42.800000,648,1649.000000,3.193756,644,1549.000000
middlefinger_speed1000_force100_20trials_20260303-170654.csv,speed,speed1000,1000,100,60,20,speed_20,146,0.012404,-3.660000,2.230785,16.340000,2.428131,41.200000,648,1680.000000,3.299097,644,1580.000000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,1,hybrid_01,88,0.012483,4.000000,0.000000,24.000000,4.799545,26.400000,692,109.000000,4.999434,690,9.000000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,2,hybrid_02,94,0.012463,4.000000,0.000000,24.000000,4.874534,26.200000,692,121.600000,5.073674,692,21.600000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,3,hybrid_03,240,0.012465,2.000000,0.000000,22.000000,4.759934,23.000000,692,120.400000,4.959913,690,20.400000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,4,hybrid_04,134,0.012524,4.000000,0.000000,24.000000,3.461400,26.400000,692,121.600000,3.661724,690,21.600000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,5,hybrid_05,200,0.012480,4.000000,0.000000,24.000000,2.991068,26.600000,692,123.600000,3.190484,690,23.600000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,6,hybrid_06,230,0.012485,4.000000,0.000000,24.000000,8.706853,25.600000,692,124.400000,8.930023,688,24.400000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,7,hybrid_07,95,0.012542,4.000000,0.000000,24.000000,2.500830,26.000000,692,128.000000,2.713369,689,28.000000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,8,hybrid_08,144,0.012494,4.000000,0.000000,24.000000,3.857085,24.200000,692,129.400000,4.057200,689,29.400000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,9,hybrid_09,90,0.012504,4.000000,0.000000,24.000000,3.193736,26.400000,692,129.000000,3.393846,689,29.000000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,10,hybrid_10,116,0.012542,4.000000,0.000000,24.000000,4.007834,26.400000,692,124.600000,4.208263,689,24.600000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,11,hybrid_11,84,0.012494,3.543333,0.613922,23.543333,3.179360,27.000000,692,127.200000,3.379639,689,27.200000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,12,hybrid_12,86,0.012512,2.000000,0.000000,22.000000,3.475397,25.600000,692,127.400000,3.675049,688,27.400000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,13,hybrid_13,229,0.012462,4.000000,0.000000,24.000000,4.162522,26.600000,692,127.200000,4.362887,689,27.200000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,14,hybrid_14,270,0.012480,4.000000,0.000000,24.000000,5.072223,24.400000,692,130.400000,5.272184,688,30.400000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,15,hybrid_15,193,0.012455,2.000000,0.000000,22.000000,7.943031,24.800000,692,124.000000,8.141801,689,24.000000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,16,hybrid_16,108,0.012505,4.000000,0.000000,24.000000,3.747697,24.200000,692,128.000000,3.947348,689,28.000000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,17,hybrid_17,100,0.012423,4.000000,0.000000,24.000000,3.435150,28.400000,692,116.600000,3.609645,690,16.600000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,18,hybrid_18,151,0.012523,4.000000,0.000000,24.000000,3.198177,26.400000,692,117.200000,3.385647,691,17.200000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,19,hybrid_19,162,0.012425,4.000000,0.000000,24.000000,3.737649,28.400000,692,120.000000,3.912665,690,20.000000
middlefinger_hybrid_force100_20trials_20260303-185957.csv,hybrid,hybrid,hybrid,100,60,20,hybrid_20,108,0.012451,2.000000,0.000000,22.000000,3.341294,27.600000,692,118.600000,3.515939,690,18.600000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,1,speed_01,446,0.012510,-1.000000,0.000000,19.000000,7.181947,22.400000,690,303.600000,7.618475,677,53.600000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,2,speed_02,517,0.012431,-2.000000,0.000000,18.000000,6.527544,21.400000,689,304.000000,7.088089,676,54.000000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,3,speed_03,602,0.012468,-2.000000,0.000000,18.000000,6.673214,20.800000,690,296.400000,7.109434,677,46.400000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,4,speed_04,526,0.012474,-2.000000,0.000000,18.000000,6.814527,21.400000,690,291.200000,7.239552,677,41.200000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,5,speed_05,454,0.012489,-2.000000,0.000000,18.000000,6.461898,22.800000,689,314.000000,7.087041,676,64.000000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,6,speed_06,459,0.012500,-2.000000,0.000000,18.000000,6.517474,20.800000,689,294.400000,6.944010,677,44.400000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,7,speed_07,422,0.012509,-2.000000,0.000000,18.000000,6.389918,20.800000,689,292.000000,6.803157,677,42.000000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,8,speed_08,497,0.012444,-2.000000,0.000000,18.000000,7.237184,22.200000,690,296.000000,7.660582,677,46.000000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,9,speed_09,528,0.012464,-4.000000,0.000000,16.000000,7.809104,19.800000,690,296.000000,8.231657,677,46.000000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,10,speed_10,482,0.012511,-2.000000,0.000000,18.000000,6.699258,22.000000,690,293.800000,7.124870,677,43.800000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,11,speed_11,502,0.012455,-2.000000,0.000000,18.000000,7.673619,21.200000,690,296.600000,8.098080,677,46.600000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,12,speed_12,532,0.012525,-2.000000,0.000000,18.000000,6.840521,21.800000,689,304.000000,7.278988,677,54.000000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,13,speed_13,457,0.012487,-1.000000,0.000000,19.000000,6.460228,22.200000,689,294.000000,6.883732,677,44.000000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,14,speed_14,456,0.012474,-2.000000,0.000000,18.000000,9.299365,19.200000,690,293.000000,9.722129,677,43.000000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,15,speed_15,436,0.012542,-2.000000,0.000000,18.000000,9.621668,18.000000,690,289.400000,10.109315,677,39.400000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,16,speed_16,457,0.012527,-2.000000,0.000000,18.000000,6.416046,18.600000,689,306.000000,6.990707,676,56.000000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,17,speed_17,438,0.012504,-2.000000,0.000000,18.000000,6.547491,21.400000,689,293.200000,6.969710,677,43.200000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,18,speed_18,847,0.012491,-2.000000,0.000000,18.000000,6.601898,21.000000,690,300.000000,7.039875,677,50.000000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,19,speed_19,563,0.012476,-2.000000,0.000000,18.000000,8.719525,20.800000,690,291.400000,9.144588,677,41.400000
middlefinger_speed25_force250_20trials_20260303-183208.csv,speed,speed25,25,250,150,20,speed_20,406,0.012498,-2.000000,0.000000,18.000000,6.367370,20.000000,690,309.000000,6.828178,676,59.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,1,speed_01,385,0.012502,1.000000,0.000000,21.000000,4.086553,22.800000,688,341.200000,4.374789,675,91.200000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,2,speed_02,349,0.012486,0.000000,0.000000,20.000000,5.020284,21.600000,688,337.000000,5.319515,675,87.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,3,speed_03,272,0.012498,0.000000,0.000000,20.000000,4.080179,23.600000,688,354.000000,4.554351,675,104.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,4,speed_04,367,0.012469,0.000000,0.000000,20.000000,5.621822,22.800000,687,338.000000,5.931565,675,88.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,5,speed_05,295,0.012470,0.000000,0.000000,20.000000,5.320670,20.200000,689,337.000000,5.808144,675,87.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,6,speed_06,704,0.012484,0.000000,0.000000,20.000000,6.005691,22.400000,688,335.000000,6.305532,676,85.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,7,speed_07,441,0.012479,0.000000,0.000000,20.000000,4.505411,22.800000,686,329.000000,4.792910,675,79.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,8,speed_08,301,0.012499,0.000000,0.000000,20.000000,4.440268,24.000000,687,350.000000,4.789486,675,100.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,9,speed_09,314,0.012502,0.000000,0.000000,20.000000,4.401523,20.800000,686,335.600000,4.701603,675,85.600000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,10,speed_10,383,0.012477,0.000000,0.000000,20.000000,5.556089,22.600000,686,340.000000,5.841988,675,90.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,11,speed_11,582,0.012468,0.000000,0.000000,20.000000,4.131637,23.000000,686,350.000000,4.555783,675,100.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,12,speed_12,326,0.012471,0.000000,0.000000,20.000000,5.506533,23.800000,686,356.000000,5.969089,674,106.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,13,speed_13,293,0.012462,0.000000,0.000000,20.000000,7.049976,21.200000,688,329.000000,7.337796,675,79.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,14,speed_14,413,0.012464,-0.120000,0.203961,19.880000,4.149700,21.800000,686,324.000000,4.436590,675,74.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,15,speed_15,383,0.012477,-1.000000,0.000000,19.000000,4.836179,21.200000,686,330.000000,5.123871,676,80.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,16,speed_16,661,0.012491,-1.000000,0.000000,19.000000,4.507996,23.200000,686,328.800000,4.795194,676,78.800000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,17,speed_17,497,0.012508,0.000000,0.000000,20.000000,4.977663,23.600000,686,332.000000,5.252669,675,82.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,18,speed_18,274,0.012494,-1.000000,0.000000,19.000000,4.549431,20.000000,686,350.000000,4.961968,675,100.000000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,19,speed_19,275,0.012506,-1.000000,0.000000,19.000000,4.601094,21.400000,688,339.400000,4.901858,675,89.400000
middlefinger_speed50_force250_20trials_20260303-182925.csv,speed,speed50,50,250,150,20,speed_20,316,0.012496,-1.000000,0.000000,19.000000,4.174652,19.000000,688,342.000000,4.473222,675,92.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,1,speed_01,213,0.012400,-2.000000,0.000000,18.000000,3.027989,18.200000,690,594.000000,3.787655,665,344.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,2,speed_02,175,0.012436,-2.000000,0.000000,18.000000,3.769510,25.000000,686,580.000000,4.498737,665,330.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,3,speed_03,210,0.012435,-2.000000,0.000000,18.000000,4.010847,22.200000,690,621.000000,4.769861,664,371.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,4,speed_04,140,0.012506,-1.940000,0.180000,18.060000,3.215075,18.200000,689,621.000000,4.024261,664,371.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,5,speed_05,182,0.012457,-1.960000,0.120000,18.040000,2.962904,20.000000,689,609.000000,3.798796,664,359.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,6,speed_06,202,0.012439,-4.000000,0.000000,16.000000,2.964863,18.400000,689,608.000000,3.724426,664,358.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,7,speed_07,206,0.012423,-2.000000,0.000000,18.000000,4.145026,21.400000,686,584.000000,4.892969,665,334.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,8,speed_08,172,0.012390,-3.240000,1.228983,16.760000,2.900574,18.400000,690,570.000000,3.652676,665,320.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,9,speed_09,222,0.012404,-2.000000,0.000000,18.000000,2.963481,18.800000,690,578.000000,3.696613,665,328.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,10,speed_10,161,0.012469,-1.900000,0.240832,18.100000,3.888136,21.400000,686,608.000000,4.667853,665,358.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,11,speed_11,152,0.012471,-2.000000,0.000000,18.000000,3.542520,20.400000,686,570.000000,4.270779,665,320.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,12,speed_12,187,0.012431,-2.000000,0.000000,18.000000,3.082397,24.000000,686,626.000000,3.824439,664,376.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,13,speed_13,228,0.012371,-4.000000,0.000000,16.000000,3.100482,21.400000,686,600.000000,3.891416,664,350.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,14,speed_14,177,0.012459,-4.000000,0.000000,16.000000,3.214986,17.000000,689,597.000000,3.985390,665,347.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,15,speed_15,169,0.012415,-2.620000,1.984843,17.380000,3.179312,20.400000,685,601.000000,3.930593,664,351.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,16,speed_16,171,0.012397,-2.000000,0.000000,18.000000,3.115715,20.000000,686,588.000000,3.885108,665,338.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,17,speed_17,219,0.012431,-4.000000,0.000000,16.000000,3.048634,18.400000,690,582.000000,3.806295,665,332.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,18,speed_18,188,0.012432,-2.000000,0.000000,18.000000,3.296755,21.400000,690,620.000000,4.091290,664,370.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,19,speed_19,236,0.012378,-2.000000,0.000000,18.000000,3.097423,19.000000,689,600.000000,3.902464,664,350.000000
middlefinger_speed100_force250_20trials_20260303-175147.csv,speed,speed100,100,250,150,20,speed_20,158,0.012384,-2.000000,0.000000,18.000000,2.970660,18.600000,690,628.000000,3.735404,664,378.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,1,speed_01,169,0.012457,-4.000000,0.000000,16.000000,4.092266,22.800000,675,1018.000000,4.853816,658,768.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,2,speed_02,237,0.012414,-4.000000,0.000000,16.000000,5.922535,19.200000,675,1036.000000,6.704585,657,786.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,3,speed_03,188,0.012433,-4.000000,0.000000,16.000000,2.672670,22.800000,675,1037.000000,3.455704,657,787.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,4,speed_04,135,0.012443,-3.540000,0.681469,16.460000,5.708703,20.000000,682,1046.000000,6.479001,657,796.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,5,speed_05,222,0.012451,-3.940000,0.180000,16.060000,3.597707,21.600000,675,1048.000000,4.371859,657,798.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,6,speed_06,183,0.012451,-4.000000,0.000000,16.000000,2.766549,18.800000,676,1078.000000,3.557405,655,828.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,7,speed_07,166,0.012468,-3.200000,1.000000,16.800000,2.244105,18.800000,675,1033.000000,3.025398,657,783.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,8,speed_08,166,0.012467,-4.000000,0.000000,16.000000,2.856966,23.000000,675,1060.000000,3.679341,657,810.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,9,speed_09,212,0.012453,-4.000000,0.000000,16.000000,3.115252,20.600000,683,1057.000000,3.909692,657,807.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,10,speed_10,206,0.012437,-3.700000,0.531037,16.300000,2.301541,24.800000,675,1088.000000,3.084555,655,838.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,11,speed_11,170,0.012356,-2.820000,1.288255,17.180000,2.335668,20.600000,682,1110.000000,3.130501,655,860.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,12,speed_12,221,0.012400,-2.980000,1.100727,17.020000,2.285299,19.800000,682,1065.000000,3.054237,655,815.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,13,speed_13,202,0.012432,-4.000000,0.000000,16.000000,3.631277,23.400000,675,1008.000000,4.404309,658,758.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,14,speed_14,139,0.012302,-4.000000,0.000000,16.000000,2.340524,23.000000,675,1005.000000,3.138513,658,755.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,15,speed_15,157,0.012431,-3.280000,0.913017,16.720000,2.293000,23.000000,675,1048.000000,3.053282,657,798.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,16,speed_16,105,0.012493,-1.980000,0.060000,18.020000,2.309158,38.600000,668,1038.000000,3.087254,657,788.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,17,speed_17,169,0.012484,-3.400000,0.721110,16.600000,2.280164,21.600000,675,1024.000000,3.041639,657,774.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,18,speed_18,383,0.012419,-3.860000,0.310483,16.140000,2.301960,20.800000,675,1040.000000,3.074469,657,790.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,19,speed_19,157,0.012438,-2.000000,0.000000,18.000000,2.594555,21.400000,675,1041.000000,3.363408,657,791.000000
middlefinger_speed250_force250_20trials_20260303-173935.csv,speed,speed250,250,250,150,20,speed_20,157,0.012483,-4.000000,0.000000,16.000000,2.602923,37.800000,668,1065.000000,3.397469,655,815.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,1,speed_01,105,0.012441,-4.000000,0.000000,16.000000,2.255123,28.200000,661,1176.000000,3.041413,653,926.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,2,speed_02,97,0.012442,-2.740000,0.955196,17.260000,2.046317,26.600000,673,1232.000000,2.875593,652,982.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,3,speed_03,111,0.012363,-2.000000,0.000000,18.000000,2.379706,26.600000,661,1172.000000,3.180731,653,922.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,4,speed_04,108,0.012454,-2.120000,0.256125,17.880000,2.079744,34.800000,661,1120.000000,2.874294,653,870.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,5,speed_05,128,0.012332,-2.000000,0.000000,18.000000,2.590411,34.200000,661,1161.000000,3.369666,653,911.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,6,speed_06,170,0.012413,-2.000000,0.000000,18.000000,2.498051,28.000000,673,1193.000000,3.246811,653,943.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,7,speed_07,150,0.012377,-2.000000,0.000000,18.000000,2.537690,33.800000,661,1176.000000,3.342804,653,926.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,8,speed_08,140,0.012431,-3.220000,1.334016,16.780000,2.213376,20.400000,673,1140.000000,3.003354,653,890.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,9,speed_09,108,0.012373,-4.340000,0.726911,15.660000,2.333565,34.400000,661,1092.000000,3.123872,655,842.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,10,speed_10,151,0.012406,-2.000000,0.000000,18.000000,2.201765,37.800000,661,1125.000000,2.945922,654,875.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,11,speed_11,103,0.012303,-2.760000,0.983056,17.240000,2.713348,28.600000,673,1166.000000,3.485184,653,916.000000
middlefinger_speed500_force250_20trials_20260303-173009.csv,speed,speed500,500,250,150,12,speed_12,206,0.012416,-4.000000,0.000000,16.000000,2.345515,38.000000,661,1189.000000,3.115920,653,939.000000
