Sample_Index,Experiment_Elapsed_s,Trial_Elapsed_s,Timestamp_Epoch,Trial_Index,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N,Force_Limit_g,Force_Trigger_g
1,0.000169,0.000000,1772596775.633757,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
2,0.012469,0.012245,1772596775.646057,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
3,0.037149,0.036925,1772596775.670737,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
4,0.049398,0.049174,1772596775.682986,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
5,0.061748,0.061524,1772596775.695336,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
6,0.074082,0.073858,1772596775.707670,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
7,0.086223,0.086000,1772596775.719811,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
8,0.098361,0.098137,1772596775.731949,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
9,0.110637,0.110414,1772596775.744225,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
10,0.122894,0.122670,1772596775.756482,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
11,0.135097,0.134873,1772596775.768685,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
12,0.147240,0.147017,1772596775.780828,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
13,0.159423,0.159199,1772596775.793011,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
14,0.171624,0.171400,1772596775.805212,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
15,0.183804,0.183580,1772596775.817392,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
16,0.196040,0.195816,1772596775.829628,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
17,0.208380,0.208156,1772596775.841968,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
18,0.220854,0.220630,1772596775.854442,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
19,0.233202,0.232978,1772596775.866790,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
20,0.245622,0.245398,1772596775.879210,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
21,0.258044,0.257820,1772596775.891632,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
22,0.270327,0.270104,1772596775.903915,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
23,0.282653,0.282429,1772596775.916241,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
24,0.295129,0.294906,1772596775.928717,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
25,0.307415,0.307191,1772596775.941003,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
26,0.319684,0.319460,1772596775.953272,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
27,0.332169,0.331946,1772596775.965757,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
28,0.344511,0.344287,1772596775.978099,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
29,0.357110,0.356886,1772596775.990698,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
30,0.369382,0.369158,1772596776.002970,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
31,0.381886,0.381662,1772596776.015474,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
32,0.394304,0.394080,1772596776.027892,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
33,0.406673,0.406450,1772596776.040261,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
34,0.419172,0.418948,1772596776.052762,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
35,0.431550,0.431326,1772596776.065138,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
36,0.444170,0.443946,1772596776.077758,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
37,0.456514,0.456290,1772596776.090106,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
38,0.468976,0.468752,1772596776.102564,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
39,0.481392,0.481168,1772596776.114980,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
40,0.493827,0.493604,1772596776.127416,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
41,0.506270,0.506046,1772596776.139858,1,hybrid_01,hybrid,1000,open,1000,4,4.0000,500,300
42,1.906663,1.906440,1772596777.540251,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
43,1.919278,1.919054,1772596777.552866,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
44,1.931640,1.931416,1772596777.565228,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
45,1.944156,1.943932,1772596777.577744,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
46,1.956479,1.956255,1772596777.590067,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
47,1.969089,1.968865,1772596777.602677,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
48,1.981408,1.981184,1772596777.614996,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
49,1.993920,1.993697,1772596777.627508,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
50,2.006277,2.006053,1772596777.639865,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
51,2.018683,2.018459,1772596777.652271,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
52,2.031263,2.031039,1772596777.664851,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
53,2.043662,2.043438,1772596777.677250,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
54,2.056165,2.055941,1772596777.689753,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
55,2.068361,2.068137,1772596777.701949,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
56,2.080548,2.080324,1772596777.714136,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
57,2.092782,2.092558,1772596777.726370,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
58,2.105043,2.104820,1772596777.738631,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
59,2.117188,2.116964,1772596777.750776,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
60,2.129326,2.129102,1772596777.762913,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
61,2.141505,2.141281,1772596777.775093,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
62,2.153717,2.153494,1772596777.787305,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
63,2.165972,2.165748,1772596777.799560,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
64,2.178173,2.177950,1772596777.811761,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
65,2.190308,2.190085,1772596777.823896,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
66,2.202557,2.202333,1772596777.836145,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
67,2.215053,2.214829,1772596777.848641,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
68,2.227257,2.227033,1772596777.860845,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
69,2.239545,2.239321,1772596777.873132,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
70,2.251941,2.251717,1772596777.885529,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
71,2.264275,2.264051,1772596777.897863,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
72,2.276648,2.276424,1772596777.910236,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
73,2.289165,2.288942,1772596777.922754,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
74,2.301518,2.301295,1772596777.935106,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
75,2.314008,2.313784,1772596777.947596,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
76,2.326272,2.326048,1772596777.959860,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
77,2.338523,2.338299,1772596777.972111,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
78,2.350784,2.350561,1772596777.984372,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
79,2.362981,2.362757,1772596777.996569,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
80,2.375176,2.374952,1772596778.008764,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
81,2.387315,2.387091,1772596778.020903,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
82,2.399525,2.399301,1772596778.033113,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
83,2.411765,2.411542,1772596778.045353,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
84,2.424012,2.423788,1772596778.057600,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
85,2.436187,2.435963,1772596778.069775,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
86,2.448383,2.448159,1772596778.081971,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
87,2.460643,2.460419,1772596778.094230,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
88,2.472904,2.472680,1772596778.106492,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
89,2.485208,2.484984,1772596778.118796,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
90,2.497582,2.497358,1772596778.131170,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
91,2.516205,2.515981,1772596778.149793,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
92,2.534648,2.534424,1772596778.168236,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
93,2.553282,2.553059,1772596778.186870,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
94,2.565487,2.565263,1772596778.199075,1,hybrid_01,hybrid,1000,approach,1000,4,4.0000,500,300
95,2.577816,2.577592,1772596778.211404,1,hybrid_01,hybrid,1000,approach,1000,1,1.0000,500,300
96,2.590164,2.589940,1772596778.223752,1,hybrid_01,hybrid,1000,approach,952,1,1.0000,500,300
97,2.602415,2.602191,1772596778.236003,1,hybrid_01,hybrid,1000,approach,903,-1,-1.0000,500,300
98,2.614701,2.614478,1772596778.248289,1,hybrid_01,hybrid,1000,approach,903,-1,-1.0000,500,300
